source,target,source_genesymbol,target_genesymbol,resource
P19875,Q16570,CXCL2,ACKR1,consensus
P19876,P08913,CXCL3,ADRA2A,consensus
P19876,P25024,CXCL3,CXCR1,consensus
P19876,P25025,CXCL3,CXCR2,consensus
P19876,P48039,CXCL3,MTNR1A,consensus
P19876,Q14831,CXCL3,GRM7,consensus
P19876,Q16570,CXCL3,ACKR1,consensus
P19883,O00238,FST,BMPR1B,consensus
P19883,Q13873,FST,BMPR2,consensus
P20061,Q9NPF0,TCN1,CD320,consensus
P20366,P21452,TAC1,TACR2,consensus
P20382,P08913,PMCH,ADRA2A,consensus
P20382,P48039,PMCH,MTNR1A,consensus
P20382,Q12866,PMCH,MERTK,consensus
P20382,Q14831,PMCH,GRM7,consensus
P20382,Q969V1,PMCH,MCHR2,consensus
P20382,Q99705,PMCH,MCHR1,consensus
P20396,P34981,TRH,TRHR,consensus
P20783,P04629,NTF3,NTRK1,consensus
P20783,P08138,NTF3,NGFR,consensus
P20783,Q16288,NTF3,NTRK3,consensus
P20783,Q16620,NTF3,NTRK2,consensus
P20800,P24530,EDN2,EDNRB,consensus
P20800,P25101,EDN2,EDNRA,consensus
P20809,COMPLEX:P40189_Q14626,IL11,IL11RA_IL6ST,consensus
P21246,COMPLEX:P05106_P06756,PTN,ITGAV_ITGB3,consensus
P21246,O15031,PTN,PLXNB2,consensus
P21246,O75056,PTN,SDC3,consensus
P21246,P18827,PTN,SDC1,consensus
P21246,P23467,PTN,PTPRB,consensus
P21246,P23471,PTN,PTPRZ1,consensus
P21246,P34741,PTN,SDC2,consensus
P21246,Q13332,PTN,PTPRS,consensus
P21246,Q9UM73,PTN,ALK,consensus
P21741,COMPLEX:P05556_P13612,MDK,ITGA4_ITGB1,consensus
P21741,COMPLEX:P05556_P23229,MDK,ITGA6_ITGB1,consensus
P21741,O60635,MDK,TSPAN1,consensus
P21741,O75056,MDK,SDC3,consensus
P21741,P18827,MDK,SDC1,consensus
P21741,P23471,MDK,PTPRZ1,consensus
P21741,P34741,MDK,SDC2,consensus
P21741,P98164,MDK,LRP2,consensus
P21741,Q04721,MDK,NOTCH2,consensus
P21741,Q07954,MDK,LRP1,consensus
P21741,Q9UM73,MDK,ALK,consensus
P21754,P00533,ZP3,EGFR,consensus
P21754,Q12866,ZP3,MERTK,consensus
P21781,O14786,FGF7,NRP1,consensus
P21781,P11362,FGF7,FGFR1,consensus
P21781,P21802,FGF7,FGFR2,consensus
P21781,P22455,FGF7,FGFR4,consensus
P21781,P22607,FGF7,FGFR3,consensus
P22003,COMPLEX:O00238_P27037,BMP5,ACVR2A_BMPR1B,consensus
P22003,COMPLEX:O00238_Q13705,BMP5,ACVR2B_BMPR1B,consensus
P22003,COMPLEX:O00238_Q13873,BMP5,BMPR1B_BMPR2,consensus
P22003,COMPLEX:P27037_P36894,BMP5,ACVR2A_BMPR1A,consensus
P22003,COMPLEX:P27037_Q04771,BMP5,ACVR1_ACVR2A,consensus
P22003,COMPLEX:P36894_Q13705,BMP5,ACVR2B_BMPR1A,consensus
P22003,COMPLEX:P36894_Q13873,BMP5,BMPR1A_BMPR2,consensus
P22003,COMPLEX:Q04771_Q13705,BMP5,ACVR1_ACVR2B,consensus
P22003,COMPLEX:Q04771_Q13873,BMP5,ACVR1_BMPR2,consensus
P22004,COMPLEX:O00238_P27037,BMP6,ACVR2A_BMPR1B,consensus
P22004,COMPLEX:O00238_Q13705,BMP6,ACVR2B_BMPR1B,consensus
P22004,COMPLEX:O00238_Q13873,BMP6,BMPR1B_BMPR2,consensus
P22004,COMPLEX:P27037_P36894,BMP6,ACVR2A_BMPR1A,consensus
P22004,COMPLEX:P27037_Q04771,BMP6,ACVR1_ACVR2A,consensus
P22004,COMPLEX:P36894_Q13705,BMP6,ACVR2B_BMPR1A,consensus
P22004,COMPLEX:P36894_Q13873,BMP6,BMPR1A_BMPR2,consensus
P22004,COMPLEX:Q04771_Q13705,BMP6,ACVR1_ACVR2B,consensus
P22004,COMPLEX:Q04771_Q13873,BMP6,ACVR1_BMPR2,consensus
P22301,COMPLEX:Q08334_Q13651,IL10,IL10RA_IL10RB,consensus
P22362,P51685,CCL1,CCR8,consensus
P22362,Q16570,CCL1,ACKR1,consensus
P22362,Q9NPB9,CCL1,ACKR4,consensus
P22455,O00220,FGFR4,TNFRSF10A,consensus
P22455,P54764,FGFR4,EPHA4,consensus
P22455,Q15256,FGFR4,PTPRR,consensus
P22466,O43603,GAL,GALR2,consensus
P22466,O60755,GAL,GALR3,consensus
P22466,P08913,GAL,ADRA2A,consensus
P22466,P20036,GAL,HLA-DPA1,consensus
P22466,P47211,GAL,GALR1,consensus
P22466,P48039,GAL,MTNR1A,consensus
P22466,Q14831,GAL,GRM7,consensus
P22466,Q8TDV0,GAL,GPR151,consensus
P22607,P54764,FGFR3,EPHA4,consensus
P23142,P05556,FBLN1,ITGB1,consensus
P23352,P11362,ANOS1,FGFR1,consensus
P23352,P34741,ANOS1,SDC2,consensus
P23560,P08138,BDNF,NGFR,consensus
P23560,P21917,BDNF,DRD4,consensus
P23560,Q16620,BDNF,NTRK2,consensus
P23560,Q8TDT2,BDNF,GPR152,consensus
P23582,P16066,NPPC,NPR1,consensus
P23582,P17342,NPPC,NPR3,consensus
P23582,P20594,NPPC,NPR2,consensus
P24001,P05106,IL32,ITGB3,consensus
P25067,COMPLEX:O75578_P05556,COL8A2,ITGA10_ITGB1,consensus
P25067,COMPLEX:P05556_P17301,COL8A2,ITGA2_ITGB1,consensus
P25067,COMPLEX:P05556_P56199,COL8A2,ITGA1_ITGB1,consensus
P25067,COMPLEX:P05556_Q9UKX5,COL8A2,ITGA11_ITGB1,consensus
P25311,P06756,AZGP1,ITGAV,consensus
P26447,P00533,S100A4,EGFR,consensus
P26447,P04626,S100A4,ERBB2,consensus
P26447,P51681,S100A4,CCR5,consensus
P26927,Q04912,MST1,MST1R,consensus
P27539,COMPLEX:P0CG37_P27037_P36896,GDF1,ACVR1B_ACVR2A_CFC1,consensus
P27539,COMPLEX:P0CG37_P27037_Q8NER5,GDF1,ACVR1C_ACVR2A_CFC1,consensus
P27539,COMPLEX:P0CG37_P36896_Q13705,GDF1,ACVR1B_ACVR2B_CFC1,consensus
P27539,COMPLEX:P27037_P36896,GDF1,ACVR1B_ACVR2A,consensus
P27539,COMPLEX:P27037_Q8NER5,GDF1,ACVR1C_ACVR2A,consensus
P27539,COMPLEX:P36896_Q13705,GDF1,ACVR1B_ACVR2B,consensus
P27539,COMPLEX:Q13705_Q8NER5,GDF1,ACVR1C_ACVR2B,consensus
P27539,P36894,GDF1,BMPR1A,consensus
P27539,Q04771,GDF1,ACVR1,consensus
P27539,Q13639,GDF1,HTR4,consensus
P27539,Q13873,GDF1,BMPR2,consensus
P27797,P06756,CALR,ITGAV,consensus
P27797,P08514,CALR,ITGA2B,consensus
P27797,P16473,CALR,TSHR,consensus
P27797,P26006,CALR,ITGA3,consensus
P27797,P40238,CALR,MPL,consensus
P27797,P48039,CALR,MTNR1A,consensus
P27797,Q07954,CALR,LRP1,consensus
P27797,Q14162,CALR,SCARF1,consensus
P27918,O76036,CFP,NCR1,consensus
P28799,P00533,GRN,EGFR,consensus
P28799,P04629,GRN,NTRK1,consensus
P28799,P19438,GRN,TNFRSF1A,consensus
P28799,P20333,GRN,TNFRSF1B,consensus
P28799,Q9H2X3,GRN,CLEC4M,consensus
P29279,O75581,CCN2,LRP6,consensus
P29279,P00533,CCN2,EGFR,consensus
P29279,P04629,CCN2,NTRK1,consensus
P29279,P05107,CCN2,ITGB2,consensus
P29279,P08648,CCN2,ITGA5,consensus
P29279,P11215,CCN2,ITGAM,consensus
P29279,P11717,CCN2,IGF2R,consensus
P29279,P21802,CCN2,FGFR2,consensus
P29279,Q07954,CCN2,LRP1,consensus
P29279,Q15303,CCN2,ERBB4,consensus
P29459,P10747,IL12A,CD28,consensus
P30990,O95665,NTS,NTSR2,consensus
P30990,P08138,NTS,NGFR,consensus
P30990,P30989,NTS,NTSR1,consensus
P31371,P11362,FGF9,FGFR1,consensus
P31371,P21802,FGF9,FGFR2,consensus
P31371,P22455,FGF9,FGFR4,consensus
P31371,P22607,FGF9,FGFR3,consensus
P32881,COMPLEX:P17181_P48551,IFNA8,IFNAR1_IFNAR2,consensus
P32881,Q8TDT2,IFNA8,GPR152,consensus
P34130,P04629,NTF4,NTRK1,consensus
P34130,P08138,NTF4,NGFR,consensus
P34130,Q16620,NTF4,NTRK2,consensus
P34820,COMPLEX:O00238_P27037,BMP8B,ACVR2A_BMPR1B,consensus
P34820,COMPLEX:O00238_Q13705,BMP8B,ACVR2B_BMPR1B,consensus
P34820,COMPLEX:O00238_Q13873,BMP8B,BMPR1B_BMPR2,consensus
P34820,COMPLEX:P27037_P36894,BMP8B,ACVR2A_BMPR1A,consensus
P34820,COMPLEX:P27037_Q04771,BMP8B,ACVR1_ACVR2A,consensus
P34820,COMPLEX:P36894_Q13705,BMP8B,ACVR2B_BMPR1A,consensus
P34820,COMPLEX:P36894_Q13873,BMP8B,BMPR1A_BMPR2,consensus
P34820,COMPLEX:Q04771_Q13705,BMP8B,ACVR1_ACVR2B,consensus
P34820,COMPLEX:Q04771_Q13873,BMP8B,ACVR1_BMPR2,consensus
P34820,Q03405,BMP8B,PLAUR,consensus
P35030,O00254,PRSS3,F2RL2,consensus
P35030,P25116,PRSS3,F2R,consensus
P35030,P55085,PRSS3,F2RL1,consensus
P35030,Q8TEW0,PRSS3,PARD3,consensus
P35030,Q96RI0,PRSS3,F2RL3,consensus
P35225,COMPLEX:P24394_P35225_P78552,IL13,IL13_IL13RA1_IL4R,consensus
P35225,COMPLEX:P24394_P78552,IL13,IL13RA1_IL4R,consensus
P35225,COMPLEX:P24394_Q14627,IL13,IL13RA2_IL4R,consensus
P35225,P31785,IL13,IL2RG,consensus
P35225,Q86XT9,IL13,TMEM219,consensus
P35247,O00206,SFTPD,TLR4,consensus
P35247,P78324,SFTPD,SIRPA,consensus
P35247,Q6GTX8,SFTPD,LAIR1,consensus
P35318,O15218,ADM,GPR182,consensus
P35318,O60894,ADM,RAMP1,consensus
P35318,O60895,ADM,RAMP2,consensus
P35318,O60896,ADM,RAMP3,consensus
P35318,P07550,ADM,ADRB2,consensus
P35318,P13945,ADM,ADRB3,consensus
P35318,P16473,ADM,TSHR,consensus
P35318,P32241,ADM,VIPR1,consensus
P35318,P41586,ADM,ADCYAP1R1,consensus
P35318,Q03431,ADM,PTH1R,consensus
P35318,Q16602,ADM,CALCRL,consensus
P35318,Q96LB1,ADM,MRGPRX2,consensus
P35318,Q99678,ADM,GPR20,consensus
P35318,Q9NQS5,ADM,GPR84,consensus
P36955,Q6UX71,SERPINF1,PLXDC2,consensus
P37840,P18627,SNCA,LAG3,consensus
P39059,COMPLEX:O75578_P05556,COL15A1,ITGA10_ITGB1,consensus
P39059,COMPLEX:P05556_P17301,COL15A1,ITGA2_ITGB1,consensus
P39059,COMPLEX:P05556_P56199,COL15A1,ITGA1_ITGB1,consensus
P39059,COMPLEX:P05556_Q9UKX5,COL15A1,ITGA11_ITGB1,consensus
P39905,COMPLEX:O00451_P07949,GDNF,GFRA2_RET,consensus
P39905,COMPLEX:P07949_P56159,GDNF,GFRA1_RET,consensus
P39905,P24530,GDNF,EDNRB,consensus
P40225,P40238,THPO,MPL,consensus
P40933,COMPLEX:P14784_P31785_Q13261,IL15,IL15RA_IL2RB_IL2RG,consensus
P40933,P01589,IL15,IL2RA,consensus
P41159,P48357,LEP,LEPR,consensus
P41159,P98164,LEP,LRP2,consensus
P41221,O00144,WNT5A,FZD9,consensus
P41221,O60353,WNT5A,FZD6,consensus
P41221,O75084,WNT5A,FZD7,consensus
P41221,O75197,WNT5A,LRP5,consensus
P41221,O75581,WNT5A,LRP6,consensus
P41221,P01130,WNT5A,LDLR,consensus
P41221,P07550,WNT5A,ADRB2,consensus
P41221,P34925,WNT5A,RYK,consensus
P41221,P43121,WNT5A,MCAM,consensus
P41221,P98164,WNT5A,LRP2,consensus
P41221,Q01973,WNT5A,ROR1,consensus
P41221,Q01974,WNT5A,ROR2,consensus
P41221,Q13308,WNT5A,PTK7,consensus
P41221,Q13467,WNT5A,FZD5,consensus
P41221,Q14332,WNT5A,FZD2,consensus
P41221,Q15262,WNT5A,PTPRK,consensus
P41221,Q15375,WNT5A,EPHA7,consensus
P41221,Q9H461,WNT5A,FZD8,consensus
P41221,Q9H6X2,WNT5A,ANTXR1,consensus
P41221,Q9NPG1,WNT5A,FZD3,consensus
P41221,Q9ULV1,WNT5A,FZD4,consensus
P41221,Q9ULW2,WNT5A,FZD10,consensus
P42830,P08913,CXCL5,ADRA2A,consensus
P42830,P25024,CXCL5,CXCR1,consensus
P42830,P25025,CXCL5,CXCR2,consensus
P42830,P48039,CXCL5,MTNR1A,consensus
P42830,Q14831,CXCL5,GRM7,consensus
P42830,Q16570,CXCL5,ACKR1,consensus
P47992,P46094,XCL1,XCR1,consensus
P47992,Q8WXG9,XCL1,ADGRV1,consensus
P48061,P01730,CXCL12,CD4,consensus
P48061,P05106,CXCL12,ITGB3,consensus
P48061,P05556,CXCL12,ITGB1,consensus
P48061,P06756,CXCL12,ITGAV,consensus
P48061,P08648,CXCL12,ITGA5,consensus
P48061,P08913,CXCL12,ADRA2A,consensus
P48061,P13612,CXCL12,ITGA4,consensus
P48061,P25106,CXCL12,ACKR3,consensus
P48061,P37288,CXCL12,AVPR1A,consensus
P48061,P48039,CXCL12,MTNR1A,consensus
P48061,P49682,CXCL12,CXCR3,consensus
P48061,P51679,CXCL12,CCR4,consensus
P48061,P61073,CXCL12,CXCR4,consensus
P48061,Q14831,CXCL12,GRM7,consensus
P48645,P08913,NMU,ADRA2A,consensus
P48645,P48039,NMU,MTNR1A,consensus
P48645,Q14831,NMU,GRM7,consensus
P48645,Q9GZQ4,NMU,NMUR2,consensus
P48645,Q9HB89,NMU,NMUR1,consensus
P48745,P46531,CCN3,NOTCH1,consensus
P48745,Q9UIW2,CCN3,PLXNA1,consensus
P49763,COMPLEX:P17948_P35968,PGF,FLT1_KDR,consensus
P49763,O14786,PGF,NRP1,consensus
P49763,O60462,PGF,NRP2,consensus
P49765,COMPLEX:P17948_P35968,VEGFB,FLT1_KDR,consensus
P49765,O14786,VEGFB,NRP1,consensus
P49765,P07550,VEGFB,ADRB2,consensus
P49765,P07949,VEGFB,RET,consensus
P49767,COMPLEX:P35916_P35968,VEGFC,FLT4_KDR,consensus
P49767,O60462,VEGFC,NRP2,consensus
P49767,P05556,VEGFC,ITGB1,consensus
P49767,P17948,VEGFC,FLT1,consensus
P49767,P41587,VEGFC,VIPR2,consensus
P49767,Q13797,VEGFC,ITGA9,consensus
P49767,Q9Y5Y7,VEGFC,LYVE1,consensus
P51460,O60895,INSL3,RAMP2,consensus
P51460,O60896,INSL3,RAMP3,consensus
P51460,P07550,INSL3,ADRB2,consensus
P51460,P13945,INSL3,ADRB3,consensus
P51460,P16473,INSL3,TSHR,consensus
P51460,P32241,INSL3,VIPR1,consensus
P51460,P41586,INSL3,ADCYAP1R1,consensus
P51460,Q03431,INSL3,PTH1R,consensus
P51460,Q8TDU9,INSL3,RXFP4,consensus
P51460,Q8WXD0,INSL3,RXFP2,consensus
P51460,Q99678,INSL3,GPR20,consensus
P51460,Q9HBX9,INSL3,RXFP1,consensus
P51460,Q9NQS5,INSL3,GPR84,consensus
P51460,Q9NSD7,INSL3,RXFP3,consensus
P51671,P41597,CCL11,CCR2,consensus
P51671,P49682,CCL11,CXCR3,consensus
P51671,P51677,CCL11,CCR3,consensus
P51671,P51681,CCL11,CCR5,consensus
P51671,Q16570,CCL11,ACKR1,consensus
P51671,Q9NPB9,CCL11,ACKR4,consensus
P51884,P05556,LUM,ITGB1,consensus
P53621,P04233,COPA,CD74,consensus
P53621,P04629,COPA,NTRK1,consensus
P53621,P49286,COPA,MTNR1B,consensus
P53621,Q15077,COPA,P2RY6,consensus
P55000,P32297,SLURP1,CHRNA3,consensus
P55001,P46531,MFAP2,NOTCH1,consensus
P55056,P98155,APOC4,VLDLR,consensus
P55075,P11362,FGF8,FGFR1,consensus
P55075,P21802,FGF8,FGFR2,consensus
P55075,P22455,FGF8,FGFR4,consensus
P55075,P22607,FGF8,FGFR3,consensus
P55075,Q8N441,FGF8,FGFRL1,consensus
P55089,P34998,UCN,CRHR1,consensus
P55089,Q13324,UCN,CRHR2,consensus
P55103,COMPLEX:P27037_P36896,INHBC,ACVR1B_ACVR2A,consensus
P55103,COMPLEX:P27037_Q8NER5,INHBC,ACVR1C_ACVR2A,consensus
P55103,COMPLEX:P36896_Q13705,INHBC,ACVR1B_ACVR2B,consensus
P55103,COMPLEX:Q13705_Q8NER5,INHBC,ACVR1C_ACVR2B,consensus
P55103,Q04771,INHBC,ACVR1,consensus
P55107,COMPLEX:P27037_P36896,GDF10,ACVR1B_ACVR2A,consensus
P55107,COMPLEX:P36896_Q13705,GDF10,ACVR1B_ACVR2B,consensus
P55773,P25090,CCL23,FPR2,consensus
P55773,P32246,CCL23,CCR1,consensus
P55774,P32246,CCL18,CCR1,consensus
P55774,P51677,CCL18,CCR3,consensus
P55774,P51685,CCL18,CCR8,consensus
P55774,Q16570,CCL18,ACKR1,consensus
P56703,COMPLEX:O00144_O75197,WNT3,FZD9_LRP5,consensus
P56703,COMPLEX:O00144_O75581,WNT3,FZD9_LRP6,consensus
P56703,COMPLEX:O60353_O75197,WNT3,FZD6_LRP5,consensus
P56703,COMPLEX:O60353_O75581,WNT3,FZD6_LRP6,consensus
P56703,COMPLEX:O75084_O75197,WNT3,FZD7_LRP5,consensus
P56703,COMPLEX:O75084_O75581,WNT3,FZD7_LRP6,consensus
P56703,COMPLEX:O75197_Q13467,WNT3,FZD5_LRP5,consensus
P56703,COMPLEX:O75197_Q14332,WNT3,FZD2_LRP5,consensus
P56703,COMPLEX:O75197_Q9H461,WNT3,FZD8_LRP5,consensus
P56703,COMPLEX:O75197_Q9NPG1,WNT3,FZD3_LRP5,consensus
P56703,COMPLEX:O75197_Q9ULV1,WNT3,FZD4_LRP5,consensus
P56703,COMPLEX:O75197_Q9ULW2,WNT3,FZD10_LRP5,consensus
P56703,COMPLEX:O75197_Q9UP38,WNT3,FZD1_LRP5,consensus
P56703,COMPLEX:O75581_Q13467,WNT3,FZD5_LRP6,consensus
P56703,COMPLEX:O75581_Q14332,WNT3,FZD2_LRP6,consensus
P56703,COMPLEX:O75581_Q9H461,WNT3,FZD8_LRP6,consensus
P56703,COMPLEX:O75581_Q9NPG1,WNT3,FZD3_LRP6,consensus
P56703,COMPLEX:O75581_Q9ULV1,WNT3,FZD4_LRP6,consensus
P56703,COMPLEX:O75581_Q9ULW2,WNT3,FZD10_LRP6,consensus
P56703,COMPLEX:O75581_Q9UP38,WNT3,FZD1_LRP6,consensus
P56703,P34925,WNT3,RYK,consensus
P56703,Q01974,WNT3,ROR2,consensus
P56704,COMPLEX:O00144_O75197,WNT3A,FZD9_LRP5,consensus
P56704,COMPLEX:O00144_O75581,WNT3A,FZD9_LRP6,consensus
P56704,COMPLEX:O60353_O75197,WNT3A,FZD6_LRP5,consensus
P56704,COMPLEX:O60353_O75581,WNT3A,FZD6_LRP6,consensus
P56704,COMPLEX:O75084_O75197,WNT3A,FZD7_LRP5,consensus
P56704,COMPLEX:O75084_O75581,WNT3A,FZD7_LRP6,consensus
P56704,COMPLEX:O75197_Q13467,WNT3A,FZD5_LRP5,consensus
P56704,COMPLEX:O75197_Q14332,WNT3A,FZD2_LRP5,consensus
P56704,COMPLEX:O75197_Q9H461,WNT3A,FZD8_LRP5,consensus
P56704,COMPLEX:O75197_Q9NPG1,WNT3A,FZD3_LRP5,consensus
P56704,COMPLEX:O75197_Q9ULV1,WNT3A,FZD4_LRP5,consensus
P56704,COMPLEX:O75197_Q9ULW2,WNT3A,FZD10_LRP5,consensus
P56704,COMPLEX:O75197_Q9UP38,WNT3A,FZD1_LRP5,consensus
P56704,COMPLEX:O75581_Q13467,WNT3A,FZD5_LRP6,consensus
P56704,COMPLEX:O75581_Q14332,WNT3A,FZD2_LRP6,consensus
P56704,COMPLEX:O75581_Q9H461,WNT3A,FZD8_LRP6,consensus
P56704,COMPLEX:O75581_Q9NPG1,WNT3A,FZD3_LRP6,consensus
P56704,COMPLEX:O75581_Q9ULV1,WNT3A,FZD4_LRP6,consensus
P56704,COMPLEX:O75581_Q9ULW2,WNT3A,FZD10_LRP6,consensus
P56704,COMPLEX:O75581_Q9UP38,WNT3A,FZD1_LRP6,consensus
P56704,O75473,WNT3A,LGR5,consensus
P56704,O75787,WNT3A,ATP6AP2,consensus
P56704,P34925,WNT3A,RYK,consensus
P56704,Q01973,WNT3A,ROR1,consensus
P56704,Q07954,WNT3A,LRP1,consensus
P56704,Q8J025,WNT3A,APCDD1,consensus
P56705,COMPLEX:O00144_O75197,WNT4,FZD9_LRP5,consensus
P56705,COMPLEX:O00144_O75581,WNT4,FZD9_LRP6,consensus
P56705,COMPLEX:O60353_O75197,WNT4,FZD6_LRP5,consensus
P56705,COMPLEX:O60353_O75581,WNT4,FZD6_LRP6,consensus
P56705,COMPLEX:O75084_O75197,WNT4,FZD7_LRP5,consensus
P56705,COMPLEX:O75084_O75581,WNT4,FZD7_LRP6,consensus
P56705,COMPLEX:O75197_Q13467,WNT4,FZD5_LRP5,consensus
P56705,COMPLEX:O75197_Q14332,WNT4,FZD2_LRP5,consensus
P56705,COMPLEX:O75197_Q9H461,WNT4,FZD8_LRP5,consensus
P56705,COMPLEX:O75197_Q9NPG1,WNT4,FZD3_LRP5,consensus
P56705,COMPLEX:O75197_Q9ULV1,WNT4,FZD4_LRP5,consensus
P56705,COMPLEX:O75197_Q9ULW2,WNT4,FZD10_LRP5,consensus
P56705,COMPLEX:O75197_Q9UP38,WNT4,FZD1_LRP5,consensus
P56705,COMPLEX:O75581_Q13467,WNT4,FZD5_LRP6,consensus
P56705,COMPLEX:O75581_Q14332,WNT4,FZD2_LRP6,consensus
P56705,COMPLEX:O75581_Q9H461,WNT4,FZD8_LRP6,consensus
P56705,COMPLEX:O75581_Q9NPG1,WNT4,FZD3_LRP6,consensus
P56705,COMPLEX:O75581_Q9ULV1,WNT4,FZD4_LRP6,consensus
P56705,COMPLEX:O75581_Q9ULW2,WNT4,FZD10_LRP6,consensus
P56705,COMPLEX:O75581_Q9UP38,WNT4,FZD1_LRP6,consensus
P56705,P46531,WNT4,NOTCH1,consensus
P56705,Q99835,WNT4,SMO,consensus
P56706,COMPLEX:O00144_O75197,WNT7B,FZD9_LRP5,consensus
P56706,COMPLEX:O00144_O75581,WNT7B,FZD9_LRP6,consensus
P56706,COMPLEX:O60353_O75197,WNT7B,FZD6_LRP5,consensus
P56706,COMPLEX:O60353_O75581,WNT7B,FZD6_LRP6,consensus
P56706,COMPLEX:O75084_O75197,WNT7B,FZD7_LRP5,consensus
P56706,COMPLEX:O75084_O75581,WNT7B,FZD7_LRP6,consensus
P56706,COMPLEX:O75197_Q13467,WNT7B,FZD5_LRP5,consensus
P56706,COMPLEX:O75197_Q14332,WNT7B,FZD2_LRP5,consensus
P56706,COMPLEX:O75197_Q9H461,WNT7B,FZD8_LRP5,consensus
P56706,COMPLEX:O75197_Q9NPG1,WNT7B,FZD3_LRP5,consensus
P56706,COMPLEX:O75197_Q9ULV1,WNT7B,FZD4_LRP5,consensus
P56706,COMPLEX:O75197_Q9ULW2,WNT7B,FZD10_LRP5,consensus
P56706,COMPLEX:O75197_Q9UP38,WNT7B,FZD1_LRP5,consensus
P56706,COMPLEX:O75581_Q13467,WNT7B,FZD5_LRP6,consensus
P56706,COMPLEX:O75581_Q14332,WNT7B,FZD2_LRP6,consensus
P56706,COMPLEX:O75581_Q9H461,WNT7B,FZD8_LRP6,consensus
P56706,COMPLEX:O75581_Q9NPG1,WNT7B,FZD3_LRP6,consensus
P56706,COMPLEX:O75581_Q9ULV1,WNT7B,FZD4_LRP6,consensus
P56706,COMPLEX:O75581_Q9ULW2,WNT7B,FZD10_LRP6,consensus
P56706,COMPLEX:O75581_Q9UP38,WNT7B,FZD1_LRP6,consensus
P58166,COMPLEX:P27037_P36896,INHBE,ACVR1B_ACVR2A,consensus
P58166,COMPLEX:P27037_Q8NER5,INHBE,ACVR1C_ACVR2A,consensus
P58166,COMPLEX:P36896_Q13705,INHBE,ACVR1B_ACVR2B,consensus
P58166,COMPLEX:Q13705_Q8NER5,INHBE,ACVR1C_ACVR2B,consensus
P58294,Q8NFJ6,PROK1,PROKR2,consensus
P58294,Q8TCW9,PROK1,PROKR1,consensus
P58417,P58400,NXPH1,NRXN1,consensus
P58417,Q9HDB5,NXPH1,NRXN3,consensus
P58417,Q9P2S2,NXPH1,NRXN2,consensus
P58499,O75197,FAM3B,LRP5,consensus
P60022,P51684,DEFB1,CCR6,consensus
P60568,COMPLEX:P01589_P14784_P31785,IL2,IL2RA_IL2RB_IL2RG,consensus
P60568,COMPLEX:P14784_P31785,IL2,IL2RB_IL2RG,consensus
P60568,COMPLEX:P31785_Q6UXL0_Q9UHF4,IL2,IL20RA_IL20RB_IL2RG,consensus
P60568,P08138,IL2,NGFR,consensus
P60568,P19397,IL2,CD53,consensus
P61278,P08913,SST,ADRA2A,consensus
P61278,P30872,SST,SSTR1,consensus
P61278,P30874,SST,SSTR2,consensus
P61278,P31391,SST,SSTR4,consensus
P61278,P32745,SST,SSTR3,consensus
P61278,P35346,SST,SSTR5,consensus
P61278,P48039,SST,MTNR1A,consensus
P61278,Q14831,SST,GRM7,consensus
P61366,P17342,OSTN,NPR3,consensus
P61812,COMPLEX:P36896_P37173,TGFB2,ACVR1B_TGFBR2,consensus
P61812,COMPLEX:P36897_P37173,TGFB2,TGFBR1_TGFBR2,consensus
P61812,COMPLEX:P36897_P37173_Q04771,TGFB2,ACVR1_TGFBR1_TGFBR2,consensus
P61812,COMPLEX:P37173_Q04771,TGFB2,ACVR1_TGFBR2,consensus
P61812,COMPLEX:P37173_Q8NER5,TGFB2,ACVR1C_TGFBR2,consensus
P61812,Q03167,TGFB2,TGFBR3,consensus
P67809,P46531,YBX1,NOTCH1,consensus
P78423,P05106,CX3CL1,ITGB3,consensus
P78423,P06756,CX3CL1,ITGAV,consensus
P78423,P49238,CX3CL1,CX3CR1,consensus
P78556,P08913,CCL20,ADRA2A,consensus
P78556,P48039,CCL20,MTNR1A,consensus
P78556,P49682,CCL20,CXCR3,consensus
P78556,P51684,CCL20,CCR6,consensus
P78556,Q14831,CCL20,GRM7,consensus
P78556,Q9NPB9,CCL20,ACKR4,consensus
P80075,P32246,CCL8,CCR1,consensus
P80075,P41597,CCL8,CCR2,consensus
P80075,P51677,CCL8,CCR3,consensus
P80075,P51681,CCL8,CCR5,consensus
P80075,Q16570,CCL8,ACKR1,consensus
P80075,Q9NPB9,CCL8,ACKR4,consensus
P80098,P32246,CCL7,CCR1,consensus
P80098,P41597,CCL7,CCR2,consensus
P80098,P46092,CCL7,CCR10,consensus
P80098,P49682,CCL7,CXCR3,consensus
P80098,P51677,CCL7,CCR3,consensus
P80098,P51681,CCL7,CCR5,consensus
P80098,Q16570,CCL7,ACKR1,consensus
P80098,Q9NPB9,CCL7,ACKR4,consensus
P80162,P08913,CXCL6,ADRA2A,consensus
P80162,P25024,CXCL6,CXCR1,consensus
P80162,P25025,CXCL6,CXCR2,consensus
P80162,P48039,CXCL6,MTNR1A,consensus
P80162,Q14831,CXCL6,GRM7,consensus
P80162,Q16570,CXCL6,ACKR1,consensus
P80511,O00206,S100A12,TLR4,consensus
P80511,P16671,S100A12,CD36,consensus
P81277,P49683,PRLH,PRLHR,consensus
P81534,P41597,DEFB103A,CCR2,consensus
P81534,P51684,DEFB103A,CCR6,consensus
P83859,Q15391,QRFP,P2RY14,consensus
