lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
CCL13_CCR9	CCL13	CCR9	6357	10803	ENSP00000225844	ENSP00000350256	ENSG00000181374	ENSG00000173585	32196115
COL1A1_ITGA5	COL1A1	ITGA5	1277	3678	ENSP00000225964	ENSP00000293379	ENSG00000108821	ENSG00000161638	1693626
COL1A1_CD93	COL1A1	CD93	1277	22918	ENSP00000225964	ENSP00000246006	ENSG00000108821	ENSG00000125810	1377218
COL1A1_FLT4	COL1A1	FLT4	1277	2324	ENSP00000225964	ENSP00000261937	ENSG00000108821	ENSG00000037280	32196115
COL1A1_CD36	COL1A1	CD36	1277	948	ENSP00000225964	ENSP00000399421	ENSG00000108821	ENSG00000135218	2468670
COL1A1_ITGA1	COL1A1	ITGA1	1277	3672	ENSP00000225964	ENSP00000282588	ENSG00000108821	ENSG00000213949	10464311
COL1A1_DDR2	COL1A1	DDR2	1277	4921	ENSP00000225964	ENSP00000356899	ENSG00000108821	ENSG00000162733	12611880
COL1A1_CD44	COL1A1	CD44	1277	960	ENSP00000225964	ENSP00000398632	ENSG00000108821	ENSG00000026508	1730778
COL1A1_ITGAV	COL1A1	ITGAV	1277	3685	ENSP00000225964	ENSP00000261023	ENSG00000108821	ENSG00000138448	1693626
COL1A1_ITGB1	COL1A1	ITGB1	1277	3688	ENSP00000225964	ENSP00000379350	ENSG00000108821	ENSG00000150093	7688313
COL1A1_ITGA11	COL1A1	ITGA11	1277	22801	ENSP00000225964	ENSP00000327290	ENSG00000108821	ENSG00000137809	7688313
COL1A1_TMPRSS6	COL1A1	TMPRSS6	1277	164656	ENSP00000225964	ENSP00000371211	ENSG00000108821	ENSG00000187045	26198319,32196115
COL1A1_ITGA2	COL1A1	ITGA2	1277	3673	ENSP00000225964	ENSP00000296585	ENSG00000108821	ENSG00000164171	7688313
COL1A1_DDR1	COL1A1	DDR1	1277	780	ENSP00000225964	ENSP00000427552	ENSG00000108821	ENSG00000204580	9659900
EFNB3_EPHB6	EFNB3	EPHB6	1949	2051	ENSP00000226091	ENSP00000481994	ENSG00000108947	ENSG00000106123	11114742,15114347
EFNB3_EPHB4	EFNB3	EPHB4	1949	2050	ENSP00000226091	ENSP00000350896	ENSG00000108947	ENSG00000196411	8755474
EFNB3_RHBDL2	EFNB3	RHBDL2	1949	54933	ENSP00000226091	ENSP00000289248	ENSG00000108947	ENSG00000158315	15047175
EFNB3_EPHB1	EFNB3	EPHB1	1949	2047	ENSP00000226091	ENSP00000381097	ENSG00000108947	ENSG00000154928	11114742,15114347
EFNB3_EPHB3	EFNB3	EPHB3	1949	2049	ENSP00000226091	ENSP00000332118	ENSG00000108947	ENSG00000182580	11114742,15114347
EFNB3_EPHB2	EFNB3	EPHB2	1949	2048	ENSP00000226091	ENSP00000363763	ENSG00000108947	ENSG00000133216	11114742,15114347
EFNB3_EPHA4	EFNB3	EPHA4	1949	2043	ENSP00000226091	ENSP00000281821	ENSG00000108947	ENSG00000116106	12094214,15114347
VTN_ITGA5	VTN	ITGA5	7448	3678	ENSP00000226218	ENSP00000293379	ENSG00000109072	ENSG00000161638	11331280
VTN_ITGA8	VTN	ITGA8	7448	8516	ENSP00000226218	ENSP00000367316	ENSG00000109072	ENSG00000077943	7559467
VTN_CD47	VTN	CD47	7448	961	ENSP00000226218	ENSP00000355361	ENSG00000109072	ENSG00000196776	32196115
VTN_ITGAV	VTN	ITGAV	7448	3685	ENSP00000226218	ENSP00000261023	ENSG00000109072	ENSG00000138448	23154389
VTN_ITGB1	VTN	ITGB1	7448	3688	ENSP00000226218	ENSP00000379350	ENSG00000109072	ENSG00000150093	32196115
VTN_KDR	VTN	KDR	7448	3791	ENSP00000226218	ENSP00000263923	ENSG00000109072	ENSG00000128052	32196115
VTN_PLAUR	VTN	PLAUR	7448	5329	ENSP00000226218	ENSP00000339328	ENSG00000109072	ENSG00000011422	8830783
VTN_ITGA2B	VTN	ITGA2B	7448	3674	ENSP00000226218	ENSP00000262407	ENSG00000109072	ENSG00000005961	1692034
VTN_ITGB3	VTN	ITGB3	7448	3690	ENSP00000226218	ENSP00000452786	ENSG00000109072	ENSG00000259207	11331280
VTN_ITGB6	VTN	ITGB6	7448	3694	ENSP00000226218	ENSP00000283249	ENSG00000109072	ENSG00000115221	8120056
VTN_TNFRSF11B	VTN	TNFRSF11B	7448	4982	ENSP00000226218	ENSP00000297350	ENSG00000109072	ENSG00000164761	15799029
VTN_PVR	VTN	PVR	7448	5817	ENSP00000226218	ENSP00000402060	ENSG00000109072	ENSG00000073008	11437656
VTN_ITGB5	VTN	ITGB5	7448	3693	ENSP00000226218	ENSP00000296181	ENSG00000109072	ENSG00000082781	32196115
IBSP_ITGB3	IBSP	ITGB3	3381	3690	ENSP00000226284	ENSP00000452786	ENSG00000029559	ENSG00000259207	32196115
IBSP_ITGAV	IBSP	ITGAV	3381	3685	ENSP00000226284	ENSP00000261023	ENSG00000029559	ENSG00000138448	32196115
CXCL6_ADRA2A	CXCL6	ADRA2A	6372	150	ENSP00000226317	ENSP00000280155	ENSG00000124875	ENSG00000150594	32196115
CXCL6_ACKR1	CXCL6	ACKR1	6372	2532	ENSP00000226317	ENSP00000357103	ENSG00000124875	ENSG00000213088	10699158
CXCL6_CXCR2	CXCL6	CXCR2	6372	3579	ENSP00000226317	ENSP00000319635	ENSG00000124875	ENSG00000180871	9692902
CXCL6_GRM7	CXCL6	GRM7	6372	2917	ENSP00000226317	ENSP00000350348	ENSG00000124875	ENSG00000196277	32196115
CXCL6_CXCR1	CXCL6	CXCR1	6372	3577	ENSP00000226317	ENSP00000295683	ENSG00000124875	ENSG00000163464	10699158,24218476
CXCL6_MTNR1A	CXCL6	MTNR1A	6372	4543	ENSP00000226317	ENSP00000302811	ENSG00000124875	ENSG00000168412	32196115
IL2_IL2RA	IL2	IL2RA	3558	3559	ENSP00000226730	ENSP00000369293	ENSG00000109471	ENSG00000134460	15265897
IL2_IL2RG	IL2	IL2RG	3558	3561	ENSP00000226730	ENSP00000363318	ENSG00000109471	ENSG00000147168	15265897
IL2_CD53	IL2	CD53	3558	963	ENSP00000226730	ENSP00000271324	ENSG00000109471	ENSG00000143119	7963560
APOC3_LRP2	APOC3	LRP2	345	4036	ENSP00000227667	ENSP00000263816	ENSG00000110245	NA	32196115
APOC3_LDLR	APOC3	LDLR	345	3949	ENSP00000227667	ENSP00000454071	ENSG00000110245	ENSG00000130164	27400128
APOC3_LRP1	APOC3	LRP1	345	4035	ENSP00000227667	ENSP00000243077	ENSG00000110245	ENSG00000123384	27400128
APOC3_SDC2	APOC3	SDC2	345	6383	ENSP00000227667	ENSP00000307046	ENSG00000110245	ENSG00000169439	27400128
APOC3_TLR2	APOC3	TLR2	345	7097	ENSP00000227667	ENSP00000260010	ENSG00000110245	ENSG00000137462	32196115
KITLG_KIT	KITLG	KIT	4254	3815	ENSP00000228280	ENSP00000288135	NA	ENSG00000157404	1698556
CLEC2B_KLRF1	CLEC2B	KLRF1	9976	51348	ENSP00000228438	ENSP00000483713	ENSG00000110852	ENSG00000150045	24223577
SELPLG_ITGAM	SELPLG	ITGAM	6404	3684	ENSP00000228463	ENSP00000441691	ENSG00000110876	ENSG00000169896	32196115
SELPLG_ESAM	SELPLG	ESAM	6404	90952	ENSP00000228463	ENSP00000278927	ENSG00000110876	ENSG00000149564	32196115
SELPLG_SELL	SELPLG	SELL	6404	6402	ENSP00000228463	ENSP00000236147	ENSG00000110876	ENSG00000188404	10725346
SELPLG_SELP	SELPLG	SELP	6404	6403	ENSP00000228463	ENSP00000263686	ENSG00000110876	ENSG00000174175	12393589
SELPLG_SELE	SELPLG	SELE	6404	6401	ENSP00000228463	ENSP00000331736	ENSG00000110876	ENSG00000007908	11402070
SELPLG_ITGB2	SELPLG	ITGB2	6404	3689	ENSP00000228463	ENSP00000380948	ENSG00000110876	ENSG00000160255	22996336
IL23A_IL12RB1	IL23A	IL12RB1	51561	3594	ENSP00000228534	ENSP00000470788	ENSG00000110944	ENSG00000096996	12023369
IL23A_IL12RB2	IL23A	IL12RB2	51561	3595	ENSP00000228534	ENSP00000262345	ENSG00000110944	ENSG00000081985	32196115
IL23A_IL23R	IL23A	IL23R	51561	149233	ENSP00000228534	ENSP00000321345	ENSG00000110944	ENSG00000162594	12023369
FGF6_FGFR2	FGF6	FGFR2	2251	2263	ENSP00000228837	ENSP00000410294	ENSG00000111241	ENSG00000066468	16597617
FGF6_SDC4	FGF6	SDC4	2251	6385	ENSP00000228837	ENSP00000361818	ENSG00000111241	ENSG00000124145	32196115
FGF6_FGFR4	FGF6	FGFR4	2251	2264	ENSP00000228837	ENSP00000292408	ENSG00000111241	ENSG00000160867	16597617
FGF6_FGFR1	FGF6	FGFR1	2251	2260	ENSP00000228837	ENSP00000393312	ENSG00000111241	ENSG00000077782	16597617
FGF6_FGFR3	FGF6	FGFR3	2251	2261	ENSP00000228837	ENSP00000339824	ENSG00000111241	ENSG00000068078	16597617
IL26_IL10RB	IL26	IL10RB	55801	3588	ENSP00000229134	ENSP00000290200	ENSG00000111536	ENSG00000243646	14764663
IL26_IL20RA	IL26	IL20RA	55801	53832	ENSP00000229134	ENSP00000314976	ENSG00000111536	ENSG00000016402	14764663
IFNG_IFNGR2	IFNG	IFNGR2	3458	3460	ENSP00000229135	ENSP00000290219	ENSG00000111537	ENSG00000159128	10811850
IFNG_IFNGR1	IFNG	IFNGR1	3458	3459	ENSP00000229135	ENSP00000356713	ENSG00000111537	ENSG00000027697	10811850
GNB3_TGFBR1	GNB3	TGFBR1	2784	7046	ENSP00000229264	ENSP00000364133	ENSG00000111664	ENSG00000106799	15761153
GNB3_GABBR2	GNB3	GABBR2	2784	9568	ENSP00000229264	ENSP00000259455	ENSG00000111664	ENSG00000136928	32196115
ULBP1_KLRK1	ULBP1	KLRK1	80329	22914	ENSP00000229708	ENSP00000240618	ENSG00000111981	ENSG00000213809	21764762
LAMA4_ITGA6	LAMA4	ITGA6	3910	3655	ENSP00000230538	ENSP00000386896	ENSG00000112769	ENSG00000091409	32196115
LAMA4_ITGAV	LAMA4	ITGAV	3910	3685	ENSP00000230538	ENSP00000261023	ENSG00000112769	ENSG00000138448	32196115
LAMA4_ITGB1	LAMA4	ITGB1	3910	3688	ENSP00000230538	ENSP00000379350	ENSG00000112769	ENSG00000150093	32196115
HBEGF_CD44	HBEGF	CD44	1839	960	ENSP00000230990	ENSP00000398632	ENSG00000113070	ENSG00000026508	7532176
HBEGF_EGFR	HBEGF	EGFR	1839	1956	ENSP00000230990	ENSP00000275493	ENSG00000113070	ENSG00000146648	12725245
HBEGF_CD9	HBEGF	CD9	1839	928	ENSP00000230990	ENSP00000371958	ENSG00000113070	ENSG00000010278	11735113,8194524
HBEGF_PRLR	HBEGF	PRLR	1839	5618	ENSP00000230990	ENSP00000482954	ENSG00000113070	ENSG00000113494	32196115
HBEGF_ERBB2	HBEGF	ERBB2	1839	2064	ENSP00000230990	ENSP00000269571	ENSG00000113070	ENSG00000141736	12958167
HBEGF_ERBB4	HBEGF	ERBB4	1839	2066	ENSP00000230990	ENSP00000342235	ENSG00000113070	ENSG00000178568	1840698
IL12B_IL12RB1	IL12B	IL12RB1	3593	3594	ENSP00000231228	ENSP00000470788	ENSG00000113302	ENSG00000096996	7843232
IL12B_IL23R	IL12B	IL23R	3593	149233	ENSP00000231228	ENSP00000321345	ENSG00000113302	ENSG00000162594	17587057
IL12B_IL12RB2	IL12B	IL12RB2	3593	3595	ENSP00000231228	ENSP00000262345	ENSG00000113302	ENSG00000081985	11086056
IL4_IL13RA2	IL4	IL13RA2	3565	3598	ENSP00000231449	ENSP00000361004	ENSG00000113520	ENSG00000123496	9130652
IL4_IL2RG	IL4	IL2RG	3565	3561	ENSP00000231449	ENSP00000363318	ENSG00000113520	ENSG00000147168	7918378
IL4_CD53	IL4	CD53	3565	963	ENSP00000231449	ENSP00000271324	ENSG00000113520	ENSG00000143119	7963560
IL4_IL13RA1	IL4	IL13RA1	3565	3597	ENSP00000231449	ENSP00000360730	ENSG00000113520	ENSG00000131724	18480254
IL4_IL4R	IL4	IL4R	3565	3566	ENSP00000231449	ENSP00000379111	ENSG00000113520	ENSG00000077238	7918378
IL5_CSF2RB	IL5	CSF2RB	3567	1439	ENSP00000231454	ENSP00000384053	ENSG00000113525	ENSG00000100368	11748263
IL5_IL5RA	IL5	IL5RA	3567	3568	ENSP00000231454	ENSP00000412209	ENSG00000113525	ENSG00000091181	11748263
SEMA3G_NRP2	SEMA3G	NRP2	56920	8828	ENSP00000231721	ENSP00000353582	ENSG00000010319	ENSG00000118257	19887479
LTF_LRP1	LTF	LRP1	4057	4035	ENSP00000231751	ENSP00000243077	ENSG00000012223	ENSG00000123384	15178744
LTF_TFRC	LTF	TFRC	4057	7037	ENSP00000231751	ENSP00000353224	ENSG00000012223	ENSG00000072274	32196115
HRG_ERBB2	HRG	ERBB2	3273	2064	ENSP00000232003	ENSP00000269571	ENSG00000113905	ENSG00000141736	10559227
HRG_FCGR1A	HRG	FCGR1A	3273	2209	ENSP00000232003	ENSP00000358165	ENSG00000113905	ENSG00000150337	10421785
HRG_ERBB3	HRG	ERBB3	3273	2065	ENSP00000232003	ENSP00000267101	ENSG00000113905	ENSG00000065361	10995872
TFPI_VLDLR	TFPI	VLDLR	7035	7436	ENSP00000233156	ENSP00000371532	ENSG00000003436	ENSG00000147852	11278667
TFPI_LRP1	TFPI	LRP1	7035	4035	ENSP00000233156	ENSP00000243077	ENSG00000003436	ENSG00000123384	8824219
TFPI_SDC4	TFPI	SDC4	7035	6385	ENSP00000233156	ENSP00000361818	ENSG00000003436	ENSG00000124145	32196115
TFPI_F3	TFPI	F3	7035	2152	ENSP00000233156	ENSP00000334145	ENSG00000003436	ENSG00000117525	22197177
APOB_ITGAM	APOB	ITGAM	338	3684	ENSP00000233242	ENSP00000441691	ENSG00000084674	ENSG00000169896	32196115
APOB_LRP6	APOB	LRP6	338	4040	ENSP00000233242	ENSP00000261349	ENSG00000084674	ENSG00000070018	22461740,22128165
APOB_OLR1	APOB	OLR1	338	4973	ENSP00000233242	ENSP00000309124	ENSG00000084674	ENSG00000173391	9763524
APOB_LRP2	APOB	LRP2	338	4036	ENSP00000233242	ENSP00000263816	ENSG00000084674	NA	10330424
APOB_VLDLR	APOB	VLDLR	338	7436	ENSP00000233242	ENSP00000371532	ENSG00000084674	ENSG00000147852	32196115
APOB_LDLR	APOB	LDLR	338	3949	ENSP00000233242	ENSP00000454071	ENSG00000084674	ENSG00000130164	11327878
APOB_CALCR	APOB	CALCR	338	799	ENSP00000233242	ENSP00000352561	ENSG00000084674	ENSG00000004948	32196115
APOB_MTTP	APOB	MTTP	338	4547	ENSP00000233242	ENSP00000427679	ENSG00000084674	ENSG00000138823	29650752
APOB_LSR	APOB	LSR	338	51599	ENSP00000233242	ENSP00000480821	ENSG00000084674	ENSG00000105699	7615497
APOB_ADRB2	APOB	ADRB2	338	154	ENSP00000233242	ENSP00000305372	ENSG00000084674	ENSG00000169252	32196115
APOB_TLR6	APOB	TLR6	338	10333	ENSP00000233242	ENSP00000389600	ENSG00000084674	ENSG00000174130	32196115
APOB_LRP1	APOB	LRP1	338	4035	ENSP00000233242	ENSP00000243077	ENSG00000084674	ENSG00000123384	32196115
APOB_ITGB2	APOB	ITGB2	338	3689	ENSP00000233242	ENSP00000380948	ENSG00000084674	ENSG00000160255	32196115
APOB_TLR4	APOB	TLR4	338	7099	ENSP00000233242	ENSP00000363089	ENSG00000084674	ENSG00000136869	32196115
APOB_LRP8	APOB	LRP8	338	7804	ENSP00000233242	ENSP00000303634	ENSG00000084674	ENSG00000157193	32196115
WNT6_FZD4	WNT6	FZD4	7475	8322	ENSP00000233948	ENSP00000434034	ENSG00000115596	ENSG00000174804	31618077
PROC_ITGAM	PROC	ITGAM	5624	3684	ENSP00000234071	ENSP00000441691	ENSG00000115718	ENSG00000169896	28408624
PROC_ITGB2	PROC	ITGB2	5624	3689	ENSP00000234071	ENSP00000380948	ENSG00000115718	ENSG00000160255	28408624
PROC_THBD	PROC	THBD	5624	7056	ENSP00000234071	ENSP00000366307	ENSG00000115718	ENSG00000178726	11106601
ANGPTL1_TEK	ANGPTL1	TEK	9068	7010	ENSP00000234816	ENSP00000369375	ENSG00000116194	ENSG00000120156	10051567
CD160_TNFRSF14	CD160	TNFRSF14	11126	8764	ENSP00000235933	ENSP00000347948	ENSG00000117281	ENSG00000157873	21959263
APOA1_ABCA1	APOA1	ABCA1	335	19	ENSP00000236850	ENSP00000363868	ENSG00000118137	ENSG00000165029	27100352
APOA1_LRP2	APOA1	LRP2	335	4036	ENSP00000236850	ENSP00000263816	ENSG00000118137	NA	32196115
APOA1_LDLR	APOA1	LDLR	335	3949	ENSP00000236850	ENSP00000454071	ENSG00000118137	ENSG00000130164	16150825
APOA1_LRP1	APOA1	LRP1	335	4035	ENSP00000236850	ENSP00000243077	ENSG00000118137	ENSG00000123384	32196115
FGF23_FGFR2	FGF23	FGFR2	8074	2263	ENSP00000237837	ENSP00000410294	ENSG00000118972	ENSG00000066468	16597617
FGF23_PHEX	FGF23	PHEX	8074	5251	ENSP00000237837	ENSP00000368682	ENSG00000118972	ENSG00000102174	11409890
FGF23_KL	FGF23	KL	8074	9365	ENSP00000237837	ENSP00000369442	ENSG00000118972	ENSG00000133116	30451736
FGF23_FGFR4	FGF23	FGFR4	8074	2264	ENSP00000237837	ENSP00000292408	ENSG00000118972	ENSG00000160867	16597617
FGF23_FGFR1	FGF23	FGFR1	8074	2260	ENSP00000237837	ENSP00000393312	ENSG00000118972	ENSG00000077782	16597617
FGF23_FGFR3	FGF23	FGFR3	8074	2261	ENSP00000237837	ENSP00000339824	ENSG00000118972	ENSG00000068078	16597617
TGFB3_ENG	TGFB3	ENG	7043	2022	ENSP00000238682	ENSP00000362299	ENSG00000119699	ENSG00000106991	9872992
TGFB3_ITGB1	TGFB3	ITGB1	7043	3688	ENSP00000238682	ENSP00000379350	ENSG00000119699	ENSG00000150093	32196115
TGFB3_TGFBR2	TGFB3	TGFBR2	7043	7048	ENSP00000238682	ENSP00000351905	ENSG00000119699	ENSG00000163513	11850637
TGFB3_ITGB3	TGFB3	ITGB3	7043	3690	ENSP00000238682	ENSP00000452786	ENSG00000119699	ENSG00000259207	32196115
TGFB3_TGFBR1	TGFB3	TGFBR1	7043	7046	ENSP00000238682	ENSP00000364133	ENSG00000119699	ENSG00000106799	11850637
TGFB3_ACVRL1	TGFB3	ACVRL1	7043	94	ENSP00000238682	ENSP00000373574	ENSG00000119699	ENSG00000139567	11850637
TGFB3_ITGB6	TGFB3	ITGB6	7043	3694	ENSP00000238682	ENSP00000283249	ENSG00000119699	ENSG00000115221	11821050
TGFB3_ITGB5	TGFB3	ITGB5	7043	3693	ENSP00000238682	ENSP00000296181	ENSG00000119699	ENSG00000082781	32196115
IFNA7_IFNAR2	IFNA7	IFNAR2	3444	3455	ENSP00000239347	ENSP00000343957	ENSG00000214042	ENSG00000159110	21856167
IFNA7_IFNAR1	IFNA7	IFNAR1	3444	3454	ENSP00000239347	ENSP00000270139	ENSG00000214042	ENSG00000142166	21856167
IAPP_PTH1R	IAPP	PTH1R	3375	5745	ENSP00000240652	ENSP00000321999	ENSG00000121351	ENSG00000160801	32196115
IAPP_ADCYAP1R1	IAPP	ADCYAP1R1	3375	117	ENSP00000240652	ENSP00000483721	ENSG00000121351	ENSG00000078549	32196115
IAPP_RAMP2	IAPP	RAMP2	3375	10266	ENSP00000240652	ENSP00000253796	ENSG00000121351	ENSG00000131477	16531504
IAPP_VIPR1	IAPP	VIPR1	3375	7433	ENSP00000240652	ENSP00000327246	ENSG00000121351	ENSG00000114812	32196115
IAPP_CALCR	IAPP	CALCR	3375	799	ENSP00000240652	ENSP00000352561	ENSG00000121351	ENSG00000004948	10342886
IAPP_RAMP3	IAPP	RAMP3	3375	10268	ENSP00000240652	ENSP00000242249	ENSG00000121351	ENSG00000122679	25409149
IAPP_GPR20	IAPP	GPR20	3375	2843	ENSP00000240652	ENSP00000366970	ENSG00000121351	ENSG00000204882	32196115
IAPP_ADRB2	IAPP	ADRB2	3375	154	ENSP00000240652	ENSP00000305372	ENSG00000121351	ENSG00000169252	32196115
IAPP_RAMP1	IAPP	RAMP1	3375	10267	ENSP00000240652	ENSP00000254661	ENSG00000121351	ENSG00000132329	10385705
IAPP_ADRB3	IAPP	ADRB3	3375	155	ENSP00000240652	ENSP00000343782	ENSG00000121351	ENSG00000188778	32196115
IAPP_TSHR	IAPP	TSHR	3375	7253	ENSP00000240652	ENSP00000441235	ENSG00000121351	ENSG00000165409	32196115
IAPP_GPR84	IAPP	GPR84	3375	53831	ENSP00000240652	ENSP00000450310	ENSG00000121351	ENSG00000139572	32196115
TNFSF10_TNFRSF10D	TNFSF10	TNFRSF10D	8743	8793	ENSP00000241261	ENSP00000310263	ENSG00000121858	ENSG00000173530	9242610
TNFSF10_RIPK1	TNFSF10	RIPK1	8743	8737	ENSP00000241261	ENSP00000259808	ENSG00000121858	ENSG00000137275	32103204
TNFSF10_TNFRSF10B	TNFSF10	TNFRSF10B	8743	8795	ENSP00000241261	ENSP00000276431	ENSG00000121858	ENSG00000120889	10549288
TNFSF10_TNFRSF10C	TNFSF10	TNFRSF10C	8743	8794	ENSP00000241261	ENSP00000349324	ENSG00000121858	ENSG00000173535	9314565
TNFSF10_TNFRSF11B	TNFSF10	TNFRSF11B	8743	4982	ENSP00000241261	ENSP00000297350	ENSG00000121858	ENSG00000164761	9520411
GSTM2_RYR2	GSTM2	RYR2	2946	6262	ENSP00000241337	ENSP00000355533	ENSG00000213366	ENSG00000198626	22406107
INHBA_ACVR1	INHBA	ACVR1	3624	90	ENSP00000242208	ENSP00000263640	ENSG00000122641	ENSG00000115170	11266516
INHBA_ACVR2B	INHBA	ACVR2B	3624	93	ENSP00000242208	ENSP00000340361	ENSG00000122641	ENSG00000114739	9202237
INHBA_ENG	INHBA	ENG	3624	2022	ENSP00000242208	ENSP00000362299	ENSG00000122641	ENSG00000106991	9872992
INHBA_SMAD3	INHBA	SMAD3	3624	4088	ENSP00000242208	ENSP00000332973	ENSG00000122641	ENSG00000166949	32196115
INHBA_BAMBI	INHBA	BAMBI	3624	25805	ENSP00000242208	ENSP00000364683	ENSG00000122641	ENSG00000095739	10918299
INHBA_ACVR1B	INHBA	ACVR1B	3624	91	ENSP00000242208	ENSP00000442656	ENSG00000122641	ENSG00000135503	8167568
INHA_ACVR1	INHA	ACVR1	3623	90	ENSP00000243786	ENSP00000263640	ENSG00000123999	ENSG00000115170	32196115
INHA_ACVR2B	INHA	ACVR2B	3623	93	ENSP00000243786	ENSP00000340361	ENSG00000123999	ENSG00000114739	32196115
PI3_PLD2	PI3	PLD2	5266	5338	ENSP00000243924	ENSP00000263088	ENSG00000124102	ENSG00000129219	32196115
IL17C_IL17RE	IL17C	IL17RE	27189	132014	ENSP00000244241	ENSP00000373325	ENSG00000124391	ENSG00000163701	21993849
LYPD3_AGR2	LYPD3	AGR2	27076	10551	ENSP00000244333	ENSP00000391490	ENSG00000124466	ENSG00000106541	32140067
EREG_ERBB2	EREG	ERBB2	2069	2064	ENSP00000244869	ENSP00000269571	ENSG00000124882	ENSG00000141736	32196115
EREG_EGFR	EREG	EGFR	2069	1956	ENSP00000244869	ENSP00000275493	ENSG00000124882	ENSG00000146648	8626392
EREG_ERBB4	EREG	ERBB4	2069	2066	ENSP00000244869	ENSP00000342235	ENSG00000124882	ENSG00000178568	9419975
EREG_ERBB3	EREG	ERBB3	2069	2065	ENSP00000244869	ENSP00000267101	ENSG00000124882	ENSG00000065361	32196115
EFNB2_EPHB6	EFNB2	EPHB6	1948	2051	ENSP00000245323	ENSP00000481994	NA	ENSG00000106123	15114347
EFNB2_PECAM1	EFNB2	PECAM1	1948	5175	ENSP00000245323	ENSP00000457421	NA	ENSG00000261371	16357318
EFNB2_EPHB4	EFNB2	EPHB4	1948	2050	ENSP00000245323	ENSP00000350896	NA	ENSG00000196411	15114347
EFNB2_RHBDL2	EFNB2	RHBDL2	1948	54933	ENSP00000245323	ENSP00000289248	NA	ENSG00000158315	15047175
EFNB2_EPHA3	EFNB2	EPHA3	1948	2042	ENSP00000245323	ENSP00000337451	NA	ENSG00000044524	8559144
EFNB2_EPHB1	EFNB2	EPHB1	1948	2047	ENSP00000245323	ENSP00000381097	NA	ENSG00000154928	15114347
EFNB2_EPHB3	EFNB2	EPHB3	1948	2049	ENSP00000245323	ENSP00000332118	NA	ENSG00000182580	15114347
EFNB2_GRM5	EFNB2	GRM5	1948	2915	ENSP00000245323	ENSP00000306138	NA	ENSG00000168959	15745950
EFNB2_EPHB2	EFNB2	EPHB2	1948	2048	ENSP00000245323	ENSP00000363763	NA	ENSG00000133216	15114347
EFNB2_EPHA4	EFNB2	EPHA4	1948	2043	ENSP00000245323	ENSP00000281821	NA	ENSG00000116106	15114347
EFNB2_EPHA6	EFNB2	EPHA6	1948	285220	ENSP00000245323	ENSP00000374323	NA	ENSG00000080224	10648835
EFNB2_GRM1	EFNB2	GRM1	1948	2911	ENSP00000245323	ENSP00000354896	NA	ENSG00000152822	15745950
BMP4_LRP6	BMP4	LRP6	652	4040	ENSP00000245451	ENSP00000261349	ENSG00000125378	ENSG00000070018	19553665
BMP4_BMPR2	BMP4	BMPR2	652	659	ENSP00000245451	ENSP00000363708	ENSG00000125378	ENSG00000204217	7673243,15621726
BMP4_BMPR1A	BMP4	BMPR1A	652	657	ENSP00000245451	ENSP00000361107	ENSG00000125378	ENSG00000107779	8006002,15621726
BMP4_HJV	BMP4	HJV	652	148738	ENSP00000245451	ENSP00000337014	ENSG00000125378	ENSG00000168509	18326817
BMP4_BMPR1B	BMP4	BMPR1B	652	658	ENSP00000245451	ENSP00000401907	ENSG00000125378	ENSG00000138696	8006002,15621726
PSPN_GFRA3	PSPN	GFRA3	5623	2676	ENSP00000245810	ENSP00000274721	ENSG00000125650	ENSG00000146013	32196115
PSPN_RET	PSPN	RET	5623	5979	ENSP00000245810	ENSP00000347942	ENSG00000125650	ENSG00000165731	11116144
PSPN_SDC3	PSPN	SDC3	5623	9672	ENSP00000245810	ENSP00000344468	ENSG00000125650	ENSG00000162512	32196115
PSPN_GFRA2	PSPN	GFRA2	5623	2675	ENSP00000245810	ENSP00000428518	ENSG00000125650	ENSG00000168546	32196115
PSPN_GFRA4	PSPN	GFRA4	5623	64096	ENSP00000245810	ENSP00000313423	ENSG00000125650	ENSG00000125861	11116144
