source,target,source_genesymbol,target_genesymbol,resource
O00548,P46531,Dll1,Notch1,mouseconsensus
O00548,Q04721,Dll1,Notch2,mouseconsensus
O00548,Q99466,Dll1,Notch4,mouseconsensus
O00548,Q9UM47,Dll1,Notch3,mouseconsensus
O14511,COMPLEX:P04626_P21860,Nrg2,Erbb2_Erbb3,mouseconsensus
O14511,COMPLEX:P04626_Q15303,Nrg2,Erbb2_Erbb4,mouseconsensus
O14672,O95858,Adam10,Tspan15,mouseconsensus
O14672,O95859,Adam10,Tspan12,mouseconsensus
O14672,P08581,Adam10,Met,mouseconsensus
O14672,P08887,Adam10,Il6ra,mouseconsensus
O14672,P16070,Adam10,Cd44,mouseconsensus
O14672,P29320,Adam10,Epha3,mouseconsensus
O14672,P30530,Adam10,Axl,mouseconsensus
O14672,P46531,Adam10,Notch1,mouseconsensus
O14672,Q04721,Adam10,Notch2,mouseconsensus
O14672,Q92823,Adam10,Nrcam,mouseconsensus
O14672,Q96FV3,Adam10,Tspan17,mouseconsensus
O14672,Q9H1Z9,Adam10,Tspan10,mouseconsensus
O14672,Q9NZC2,Adam10,Trem2,mouseconsensus
O14788,O00300,Tnfsf11,Tnfrsf11b,mouseconsensus
O14788,Q9BXB1,Tnfsf11,Lgr4,mouseconsensus
O14788,Q9Y6Q6,Tnfsf11,Tnfrsf11a,mouseconsensus
O14944,COMPLEX:P00533_P04626,Ereg,Egfr_Erbb2,mouseconsensus
O14944,COMPLEX:P04626_Q15303,Ereg,Erbb2_Erbb4,mouseconsensus
O14944,P21860,Ereg,Erbb3,mouseconsensus
O43184,P05556,Adam12,Itgb1,mouseconsensus
O43184,Q13797,Adam12,Itga9,mouseconsensus
O43508,P28908,Tnfsf12,Tnfrsf8,mouseconsensus
O43508,Q86VB7,Tnfsf12,Cd163,mouseconsensus
O43508,Q93038,Tnfsf12,Tnfrsf25,mouseconsensus
O43508,Q9NP84,Tnfsf12,Tnfrsf12a,mouseconsensus
O43557,P36941,Tnfsf14,Ltbr,mouseconsensus
O43557,Q92956,Tnfsf14,Tnfrsf14,mouseconsensus
O75077,P05106,Adam23,Itgb3,mouseconsensus
O75077,P08648,Adam23,Itga5,mouseconsensus
O75077,P13612,Adam23,Itga4,mouseconsensus
O75078,P13612,Adam11,Itga4,mouseconsensus
O75144,P10747,Icosl,Cd28,mouseconsensus
O75144,P16410,Icosl,Ctla4,mouseconsensus
O75144,Q9Y6W8,Icosl,Icos,mouseconsensus
O75326,COMPLEX:P05556_P56199,Sema7a,Itga1_Itgb1,mouseconsensus
O75326,O60486,Sema7a,Plxnc1,mouseconsensus
O75888,O00300,Tnfsf13,Tnfrsf11b,mouseconsensus
O75888,O14836,Tnfsf13,Tnfrsf13b,mouseconsensus
O75888,P19438,Tnfsf13,Tnfrsf1a,mouseconsensus
O75888,P25445,Tnfsf13,Fas,mouseconsensus
O75888,P34741,Tnfsf13,Sdc2,mouseconsensus
O75888,Q02223,Tnfsf13,Tnfrsf17,mouseconsensus
O75888,Q92956,Tnfsf13,Tnfrsf14,mouseconsensus
O94856,COMPLEX:P78357_Q12860,Nfasc,Cntn1_Cntnap1,mouseconsensus
O94933,Q13332,Slitrk3,Ptprs,mouseconsensus
O95150,Q93038,Tnfsf15,Tnfrsf25,mouseconsensus
P01135,COMPLEX:P00533_P04626,Tgfa,Egfr_Erbb2,mouseconsensus
P01135,P21860,Tgfa,Erbb3,mouseconsensus
P01135,Q15303,Tgfa,Erbb4,mouseconsensus
P01375,O15552,Tnf,Ffar2,mouseconsensus
P01375,O75509,Tnf,Tnfrsf21,mouseconsensus
P01375,P19438,Tnf,Tnfrsf1a,mouseconsensus
P01375,P20333,Tnf,Tnfrsf1b,mouseconsensus
P01375,P25445,Tnf,Fas,mouseconsensus
P01375,P35916,Tnf,Flt4,mouseconsensus
P01375,P46531,Tnf,Notch1,mouseconsensus
P01375,Q13332,Tnf,Ptprs,mouseconsensus
P01375,Q9C0C4,Tnf,Sema4c,mouseconsensus
P01375,Q9HCU4,Tnf,Celsr2,mouseconsensus
P01375,Q9Y6W8,Tnf,Icos,mouseconsensus
P01903,P01730,H2-Ea-ps,Cd4,mouseconsensus
P01903,P18627,H2-Ea-ps,Lag3,mouseconsensus
P01909,P01730,H2-Aa,Cd4,mouseconsensus
P01909,P18627,H2-Aa,Lag3,mouseconsensus
P01920,P01730,H2-Ab1,Cd4,mouseconsensus
P01920,P18627,H2-Ab1,Lag3,mouseconsensus
P04083,P00533,Anxa1,Egfr,mouseconsensus
P04083,P08913,Anxa1,Adra2a,mouseconsensus
P04083,P21462,Anxa1,Fpr1,mouseconsensus
P04083,P48039,Anxa1,Mtnr1a,mouseconsensus
P04083,Q14831,Anxa1,Grm7,mouseconsensus
P04216,COMPLEX:P05106_P06756,Thy1,Itgav_Itgb3,mouseconsensus
P04216,COMPLEX:P05107_P11215,Thy1,Itgam_Itgb2,mouseconsensus
P04216,COMPLEX:P05107_P20702,Thy1,Itgax_Itgb2,mouseconsensus
P04439,P01732,H2-K1,Cd8a,mouseconsensus
P04439,P04234,H2-K1,Cd3d,mouseconsensus
P04439,P04626,H2-K1,Erbb2,mouseconsensus
P04439,P09693,H2-K1,Cd3g,mouseconsensus
P04439,P10966,H2-K1,Cd8b1,mouseconsensus
P04439,Q06481,H2-K1,Aplp2,mouseconsensus
P05067,O75509,App,Tnfrsf21,mouseconsensus
P05067,O75581,App,Lrp6,mouseconsensus
P05067,O95858,App,Tspan15,mouseconsensus
P05067,O95859,App,Tspan12,mouseconsensus
P05067,P04233,App,Cd74,mouseconsensus
P05067,P08138,App,Ngfr,mouseconsensus
P05067,P08865,App,Rpsa,mouseconsensus
P05067,P08913,App,Adra2a,mouseconsensus
P05067,P25090,App,Fpr2,mouseconsensus
P05067,P35052,App,Gpc1,mouseconsensus
P05067,P43116,App,Ptger2,mouseconsensus
P05067,P43146,App,Dcc,mouseconsensus
P05067,P48039,App,Mtnr1a,mouseconsensus
P05067,P51693,App,Aplp1,mouseconsensus
P05067,P98155,App,Vldlr,mouseconsensus
P05067,Q04721,App,Notch2,mouseconsensus
P05067,Q06481,App,Aplp2,mouseconsensus
P05067,Q07954,App,Lrp1,mouseconsensus
P05067,Q14831,App,Grm7,mouseconsensus
P05067,Q15109,App,Ager,mouseconsensus
P05067,Q7Z4F1,App,Lrp10,mouseconsensus
P05067,Q92542,App,Ncstn,mouseconsensus
P05107,P04216,Itgb2,Thy1,mouseconsensus
P05107,Q15762,Itgb2,Cd226,mouseconsensus
P05362,COMPLEX:P05107_P11215,Icam1,Itgam_Itgb2,mouseconsensus
P05362,COMPLEX:P05107_P20701,Icam1,Itgal_Itgb2,mouseconsensus
P05362,COMPLEX:P05107_P20702,Icam1,Itgax_Itgb2,mouseconsensus
P05362,P00533,Icam1,Egfr,mouseconsensus
P05362,P01589,Icam1,Il2ra,mouseconsensus
P05362,P16150,Icam1,Spn,mouseconsensus
P05362,P31785,Icam1,Il2rg,mouseconsensus
P06239,COMPLEX:P01732_P10966,Lck,Cd8a_Cd8b1,mouseconsensus
P06734,COMPLEX:P05106_P06756,Fcer2a,Itgav_Itgb3,mouseconsensus
P06734,COMPLEX:P05107_P11215,Fcer2a,Itgam_Itgb2,mouseconsensus
P06734,COMPLEX:P05107_P20702,Fcer2a,Itgax_Itgb2,mouseconsensus
P06734,P20023,Fcer2a,Cr2,mouseconsensus
P06756,P04216,Itgav,Thy1,mouseconsensus
P07355,O60603,Anxa2,Tlr2,mouseconsensus
P07355,Q8WZ75,Anxa2,Robo4,mouseconsensus
P07359,COMPLEX:P05107_P11215,Gp1ba,Itgam_Itgb2,mouseconsensus
P07996,COMPLEX:P05106_P06756,Thbs1,Itgav_Itgb3,mouseconsensus
P07996,COMPLEX:P05106_P08514,Thbs1,Itga2b_Itgb3,mouseconsensus
P07996,COMPLEX:P05556_P26006,Thbs1,Itga3_Itgb1,mouseconsensus
P07996,O00300,Thbs1,Tnfrsf11b,mouseconsensus
P07996,O75197,Thbs1,Lrp5,mouseconsensus
P07996,P13612,Thbs1,Itga4,mouseconsensus
P07996,P16671,Thbs1,Cd36,mouseconsensus
P07996,P18827,Thbs1,Sdc1,mouseconsensus
P07996,P23229,Thbs1,Itga6,mouseconsensus
P07996,Q07954,Thbs1,Lrp1,mouseconsensus
P07996,Q08722,Thbs1,Cd47,mouseconsensus
P07996,Q12913,Thbs1,Ptprj,mouseconsensus
P07996,Q8WTV0,Thbs1,Scarb1,mouseconsensus
P08571,O00206,Cd14,Tlr4,mouseconsensus
P08571,P05107,Cd14,Itgb2,mouseconsensus
P08571,P05556,Cd14,Itgb1,mouseconsensus
P08571,P13612,Cd14,Itga4,mouseconsensus
P08571,Q15399,Cd14,Tlr1,mouseconsensus
P08571,Q9NR96,Cd14,Tlr9,mouseconsensus
P08571,Q9Y2C9,Cd14,Tlr6,mouseconsensus
P09326,P06729,Cd48,Cd2,mouseconsensus
P09326,Q9BZW8,Cd48,Cd244,mouseconsensus
P09603,P78324,Csf1,Sirpa,mouseconsensus
P09603,Q9NYQ7,Csf1,Celsr3,mouseconsensus
P10600,COMPLEX:P36896_P37173,Tgfb3,Acvr1b_Tgfbr2,mouseconsensus
P10600,COMPLEX:P36897_P37173,Tgfb3,Tgfbr1_Tgfbr2,mouseconsensus
P10600,COMPLEX:P36897_P37173_Q04771,Tgfb3,Acvr1_Tgfbr1_Tgfbr2,mouseconsensus
P10600,COMPLEX:P37173_Q04771,Tgfb3,Acvr1_Tgfbr2,mouseconsensus
P10600,COMPLEX:P37173_Q8NER5,Tgfb3,Acvr1c_Tgfbr2,mouseconsensus
P10600,P05106,Tgfb3,Itgb3,mouseconsensus
P10600,P05556,Tgfb3,Itgb1,mouseconsensus
P10600,P18084,Tgfb3,Itgb5,mouseconsensus
P10600,P18564,Tgfb3,Itgb6,mouseconsensus
P10600,P37023,Tgfb3,Acvrl1,mouseconsensus
P10600,Q03167,Tgfb3,Tgfbr3,mouseconsensus
P10747,P33681,Cd28,Cd80,mouseconsensus
P10747,P42081,Cd28,Cd86,mouseconsensus
P12821,P30411,Ace,Bdkrb2,mouseconsensus
P12821,P50052,Ace,Agtr2,mouseconsensus
P12830,COMPLEX:P05556_P17301,Cdh1,Itga2_Itgb1,mouseconsensus
P12830,COMPLEX:P26010_P38570,Cdh1,Itgae_Itgb7,mouseconsensus
P12830,O75197,Cdh1,Lrp5,mouseconsensus
P12830,P00533,Cdh1,Egfr,mouseconsensus
P12830,P08069,Cdh1,Igf1r,mouseconsensus
P12830,P10586,Cdh1,Ptprf,mouseconsensus
P12830,P19022,Cdh1,Cdh2,mouseconsensus
P12830,P21860,Cdh1,Erbb3,mouseconsensus
P12830,P28827,Cdh1,Ptprm,mouseconsensus
P12830,Q96E93,Cdh1,Klrg1,mouseconsensus
P13385,P27037,Tdgf1,Acvr2a,mouseconsensus
P13385,P35052,Tdgf1,Gpc1,mouseconsensus
P13385,P36896,Tdgf1,Acvr1b,mouseconsensus
P13385,Q13705,Tdgf1,Acvr2b,mouseconsensus
P13385,Q8NER5,Tdgf1,Acvr1c,mouseconsensus
P13591,O15394,Ncam1,Ncam2,mouseconsensus
P13591,P11362,Ncam1,Fgfr1,mouseconsensus
P13591,P21802,Ncam1,Fgfr2,mouseconsensus
P13591,P23471,Ncam1,Ptprz1,mouseconsensus
P13591,P56159,Ncam1,Gfra1,mouseconsensus
P13591,Q96MS0,Ncam1,Robo3,mouseconsensus
P13591,Q9Y6N7,Ncam1,Robo1,mouseconsensus
P13598,COMPLEX:P05107_P11215,Icam2,Itgam_Itgb2,mouseconsensus
P13598,COMPLEX:P05107_P20701,Icam2,Itgal_Itgb2,mouseconsensus
P13765,P01730,H2-Ob,Cd4,mouseconsensus
P15907,P00533,St6gal1,Egfr,mouseconsensus
P15907,P20273,St6gal1,Cd22,mouseconsensus
P16150,Q9BZZ2,Spn,Siglec1,mouseconsensus
P16581,P16070,Sele,Cd44,mouseconsensus
P16581,Q92896,Sele,Glg1,mouseconsensus
P17693,P01730,H2-M3,Cd4,mouseconsensus
P17693,P01732,H2-M3,Cd8a,mouseconsensus
P17693,P10966,H2-M3,Cd8b1,mouseconsensus
P17693,P26715,H2-M3,Klrc1,mouseconsensus
P17693,Q13241,H2-M3,Klrd1,mouseconsensus
P19320,COMPLEX:P05107_Q13349,Vcam1,Itgad_Itgb2,mouseconsensus
P19320,COMPLEX:P05556_P13612,Vcam1,Itga4_Itgb1,mouseconsensus
P19320,COMPLEX:P05556_Q13797,Vcam1,Itga9_Itgb1,mouseconsensus
P19320,COMPLEX:P13612_P26010,Vcam1,Itga4_Itgb7,mouseconsensus
P20273,P08575,Cd22,Ptprc,mouseconsensus
P20827,O15197,Efna1,Ephb6,mouseconsensus
P20827,P21709,Efna1,Epha1,mouseconsensus
P20827,P29317,Efna1,Epha2,mouseconsensus
P20827,P29320,Efna1,Epha3,mouseconsensus
P20827,P29322,Efna1,Epha8,mouseconsensus
P20827,P54756,Efna1,Epha5,mouseconsensus
P20827,P54762,Efna1,Ephb1,mouseconsensus
P20827,P54764,Efna1,Epha4,mouseconsensus
P20827,Q15375,Efna1,Epha7,mouseconsensus
P20827,Q5JZY3,Efna1,Epha10,mouseconsensus
P20827,Q9UF33,Efna1,Epha6,mouseconsensus
P21583,P10721,Kitl,Kit,mouseconsensus
P21583,P19235,Kitl,Epor,mouseconsensus
P22897,P08575,Mrc1,Ptprc,mouseconsensus
P25189,O95297,Mpz,Mpzl1,mouseconsensus
P28067,P01730,H2-DMa,Cd4,mouseconsensus
P28906,P14151,Cd34,Sell,mouseconsensus
P28906,P16109,Cd34,Selp,mouseconsensus
P29965,COMPLEX:P05106_P08514,Cd40lg,Itga2b_Itgb3,mouseconsensus
P29965,COMPLEX:P05107_P11215,Cd40lg,Itgam_Itgb2,mouseconsensus
P29965,COMPLEX:P05556_P08648,Cd40lg,Itga5_Itgb1,mouseconsensus
P29965,P25942,Cd40lg,Cd40,mouseconsensus
P32004,COMPLEX:P05106_P06756,L1cam,Itgav_Itgb3,mouseconsensus
P32004,COMPLEX:P05556_P08648,L1cam,Itga5_Itgb1,mouseconsensus
P32004,COMPLEX:P13612_P26010,L1cam,Itga4_Itgb7,mouseconsensus
P32004,P00533,L1cam,Egfr,mouseconsensus
P32004,P04626,L1cam,Erbb2,mouseconsensus
P32004,P21802,L1cam,Fgfr2,mouseconsensus
P32004,P21860,L1cam,Erbb3,mouseconsensus
P32004,P23471,L1cam,Ptprz1,mouseconsensus
P32004,P29323,L1cam,Ephb2,mouseconsensus
P32004,Q12860,L1cam,Cntn1,mouseconsensus
P33681,P10747,Cd80,Cd28,mouseconsensus
P33681,P16410,Cd80,Ctla4,mouseconsensus
P34741,Q12913,Sdc2,Ptprj,mouseconsensus
P35070,COMPLEX:P00533_P04626,Btc,Egfr_Erbb2,mouseconsensus
P35070,COMPLEX:P04626_Q15303,Btc,Erbb2_Erbb4,mouseconsensus
P35070,P21860,Btc,Erbb3,mouseconsensus
P41217,Q8TD46,Cd200,Cd200r1,mouseconsensus
P42081,P10747,Cd86,Cd28,mouseconsensus
P42081,P16410,Cd86,Ctla4,mouseconsensus
P43026,COMPLEX:O00238_P27037,Gdf5,Acvr2a_Bmpr1b,mouseconsensus
P43026,COMPLEX:O00238_Q13705,Gdf5,Acvr2b_Bmpr1b,mouseconsensus
P43026,COMPLEX:O00238_Q13873,Gdf5,Bmpr1b_Bmpr2,mouseconsensus
P43026,COMPLEX:P27037_P36894,Gdf5,Acvr2a_Bmpr1a,mouseconsensus
P43026,COMPLEX:P36894_Q13705,Gdf5,Acvr2b_Bmpr1a,mouseconsensus
P43026,COMPLEX:P36894_Q13873,Gdf5,Bmpr1a_Bmpr2,mouseconsensus
P43026,Q01974,Gdf5,Ror2,mouseconsensus
P43026,Q04771,Gdf5,Acvr1,mouseconsensus
P48023,P19438,Fasl,Tnfrsf1a,mouseconsensus
P48023,P25445,Fasl,Fas,mouseconsensus
P49771,P36888,Flt3l,Flt3,mouseconsensus
P50591,O00220,Tnfsf10,Tnfrsf10b,mouseconsensus
P50591,O00300,Tnfsf10,Tnfrsf11b,mouseconsensus
P52798,P21709,Efna4,Epha1,mouseconsensus
P52798,P29317,Efna4,Epha2,mouseconsensus
P52798,P29320,Efna4,Epha3,mouseconsensus
P52798,P29322,Efna4,Epha8,mouseconsensus
P52798,P54756,Efna4,Epha5,mouseconsensus
P52798,P54764,Efna4,Epha4,mouseconsensus
P52798,Q15375,Efna4,Epha7,mouseconsensus
P52798,Q5JZY3,Efna4,Epha10,mouseconsensus
P52798,Q9UF33,Efna4,Epha6,mouseconsensus
P52799,O15197,Efnb2,Ephb6,mouseconsensus
P52799,P16284,Efnb2,Pecam1,mouseconsensus
P52799,P29320,Efnb2,Epha3,mouseconsensus
P52799,P29323,Efnb2,Ephb2,mouseconsensus
P52799,P41594,Efnb2,Grm5,mouseconsensus
P52799,P54753,Efnb2,Ephb3,mouseconsensus
P52799,P54760,Efnb2,Ephb4,mouseconsensus
P52799,P54762,Efnb2,Ephb1,mouseconsensus
P52799,P54764,Efnb2,Epha4,mouseconsensus
P52799,Q13255,Efnb2,Grm1,mouseconsensus
P52799,Q9UF33,Efnb2,Epha6,mouseconsensus
P52803,O15197,Efna5,Ephb6,mouseconsensus
P52803,P21709,Efna5,Epha1,mouseconsensus
P52803,P29317,Efna5,Epha2,mouseconsensus
P52803,P29320,Efna5,Epha3,mouseconsensus
P52803,P29322,Efna5,Epha8,mouseconsensus
P52803,P29323,Efna5,Ephb2,mouseconsensus
P52803,P54756,Efna5,Epha5,mouseconsensus
P52803,P54762,Efna5,Ephb1,mouseconsensus
P52803,P54764,Efna5,Epha4,mouseconsensus
P52803,Q15375,Efna5,Epha7,mouseconsensus
P52803,Q5JZY3,Efna5,Epha10,mouseconsensus
P52803,Q9UF33,Efna5,Epha6,mouseconsensus
P56975,COMPLEX:P04626_Q15303,Nrg3,Erbb2_Erbb4,mouseconsensus
P56975,P21860,Nrg3,Erbb3,mouseconsensus
P57087,COMPLEX:P05556_P06756,Jam2,Itgav_Itgb1,mouseconsensus
P57087,COMPLEX:P05556_P13612,Jam2,Itga4_Itgb1,mouseconsensus
P57087,COMPLEX:P05556_P26006,Jam2,Itga3_Itgb1,mouseconsensus
P58400,Q8N2Q7,Nrxn1,Nlgn1,mouseconsensus
P58400,Q8NFZ4,Nrxn1,Nlgn2,mouseconsensus
P58400,Q9NZ94,Nrxn1,Nlgn3,mouseconsensus
P58401,Q8N2Q7,Nrxn2,Nlgn1,mouseconsensus
P58401,Q8NFZ4,Nrxn2,Nlgn2,mouseconsensus
P58401,Q9NZ94,Nrxn2,Nlgn3,mouseconsensus
P61769,P02786,B2m,Tfrc,mouseconsensus
P61769,P04234,B2m,Cd3d,mouseconsensus
P61769,P09693,B2m,Cd3g,mouseconsensus
P61769,P20963,B2m,Cd247,mouseconsensus
P61769,P26715,B2m,Klrc1,mouseconsensus
P61769,Q13241,B2m,Klrd1,mouseconsensus
P78324,Q08722,Sirpa,Cd47,mouseconsensus
P78504,P15529,Jag1,Cd46,mouseconsensus
P78504,P46531,Jag1,Notch1,mouseconsensus
P78504,Q04721,Jag1,Notch2,mouseconsensus
P78504,Q99466,Jag1,Notch4,mouseconsensus
P78504,Q9UM47,Jag1,Notch3,mouseconsensus
P78536,P05556,Adam17,Itgb1,mouseconsensus
P78536,P08581,Adam17,Met,mouseconsensus
P78536,P08648,Adam17,Itga5,mouseconsensus
P78536,P08887,Adam17,Il6ra,mouseconsensus
P78536,P46531,Adam17,Notch1,mouseconsensus
P78536,Q15303,Adam17,Erbb4,mouseconsensus
P78536,Q6PJF5,Adam17,Rhbdf2,mouseconsensus
P80370,P46531,Dlk1,Notch1,mouseconsensus
P80370,Q04721,Dlk1,Notch2,mouseconsensus
P80370,Q99466,Dlk1,Notch4,mouseconsensus
P80370,Q9UM47,Dlk1,Notch3,mouseconsensus
P98172,O15197,Efnb1,Ephb6,mouseconsensus
P98172,P04626,Efnb1,Erbb2,mouseconsensus
P98172,P29323,Efnb1,Ephb2,mouseconsensus
P98172,P54753,Efnb1,Ephb3,mouseconsensus
P98172,P54760,Efnb1,Ephb4,mouseconsensus
P98172,P54762,Efnb1,Ephb1,mouseconsensus
P98172,P54764,Efnb1,Epha4,mouseconsensus
P98172,Q9UF33,Efnb1,Epha6,mouseconsensus
Q02246,O14786,Cntn2,Nrp1,mouseconsensus
Q02246,Q12860,Cntn2,Cntn1,mouseconsensus
Q02246,Q92823,Cntn2,Nrcam,mouseconsensus
Q02487,P32926,Dsc2,Dsg3,mouseconsensus
Q02487,Q86SJ6,Dsc2,Dsg4,mouseconsensus
Q08554,P32926,Dsc1,Dsg3,mouseconsensus
Q08554,Q86SJ6,Dsc1,Dsg4,mouseconsensus
Q08722,P78324,Cd47,Sirpa,mouseconsensus
Q12860,P23471,Cntn1,Ptprz1,mouseconsensus
Q12860,P46531,Cntn1,Notch1,mouseconsensus
Q12860,Q04721,Cntn1,Notch2,mouseconsensus
Q12860,Q92823,Cntn1,Nrcam,mouseconsensus
Q13443,P05556,Adam9,Itgb1,mouseconsensus
Q13443,P06756,Adam9,Itgav,mouseconsensus
Q13443,P18084,Adam9,Itgb5,mouseconsensus
Q13443,P23229,Adam9,Itga6,mouseconsensus
Q13443,P26006,Adam9,Itga3,mouseconsensus
Q13444,P05106,Adam15,Itgb3,mouseconsensus
Q13444,P05556,Adam15,Itgb1,mouseconsensus
Q13444,P06756,Adam15,Itgav,mouseconsensus
Q13444,P08648,Adam15,Itga5,mouseconsensus
Q13444,Q13797,Adam15,Itga9,mouseconsensus
Q13591,P08581,Sema5a,Met,mouseconsensus
Q13591,P51805,Sema5a,Plxna3,mouseconsensus
Q13591,Q9UIW2,Sema5a,Plxna1,mouseconsensus
Q13591,Q9ULL4,Sema5a,Plxnb3,mouseconsensus
Q13740,O00533,Alcam,Chl1,mouseconsensus
Q13740,O14786,Alcam,Nrp1,mouseconsensus
Q13740,P30203,Alcam,Cd6,mouseconsensus
Q14126,Q08554,Dsg2,Dsc1,mouseconsensus
Q14126,Q14574,Dsg2,Dsc3,mouseconsensus
Q14242,P05107,Selplg,Itgb2,mouseconsensus
Q14242,P11215,Selplg,Itgam,mouseconsensus
Q14242,P14151,Selplg,Sell,mouseconsensus
Q14242,P16109,Selplg,Selp,mouseconsensus
Q14574,P32926,Dsc3,Dsg3,mouseconsensus
Q14574,Q86SJ6,Dsc3,Dsg4,mouseconsensus
Q14773,P05106,Icam4,Itgb3,mouseconsensus
Q14773,P05107,Icam4,Itgb2,mouseconsensus
Q14773,P05556,Icam4,Itgb1,mouseconsensus
Q14773,P06756,Icam4,Itgav,mouseconsensus
Q14773,P08514,Icam4,Itga2b,mouseconsensus
Q14773,P11215,Icam4,Itgam,mouseconsensus
Q14773,P13612,Icam4,Itga4,mouseconsensus
Q14773,P20701,Icam4,Itgal,mouseconsensus
Q15768,O15197,Efnb3,Ephb6,mouseconsensus
Q15768,P29323,Efnb3,Ephb2,mouseconsensus
Q15768,P54753,Efnb3,Ephb3,mouseconsensus
Q15768,P54760,Efnb3,Ephb4,mouseconsensus
Q15768,P54762,Efnb3,Ephb1,mouseconsensus
Q15768,P54764,Efnb3,Epha4,mouseconsensus
Q16288,P10586,Ntrk3,Ptprf,mouseconsensus
Q16288,Q13332,Ntrk3,Ptprs,mouseconsensus
Q30154,P01730,H2-Eb1,Cd4,mouseconsensus
Q30154,P18627,H2-Eb1,Lag3,mouseconsensus
Q5TAT6,COMPLEX:O75578_P05556,Col13a1,Itga10_Itgb1,mouseconsensus
Q5TAT6,COMPLEX:P05556_P17301,Col13a1,Itga2_Itgb1,mouseconsensus
Q5TAT6,COMPLEX:P05556_P56199,Col13a1,Itga1_Itgb1,mouseconsensus
Q5TAT6,COMPLEX:P05556_Q9UKX5,Col13a1,Itga11_Itgb1,mouseconsensus
Q6UVK1,COMPLEX:P05556_P26006,Cspg4,Itga3_Itgb1,mouseconsensus
Q6UW88,P00533,Epgn,Egfr,mouseconsensus
Q6UY11,P46531,Dlk2,Notch1,mouseconsensus
Q7Z6A9,P11912,Btla,Cd79a,mouseconsensus
Q7Z6A9,P20963,Btla,Cd247,mouseconsensus
Q7Z6A9,Q92956,Btla,Tnfrsf14,mouseconsensus
Q86YL7,Q9P126,Pdpn,Clec1b,mouseconsensus
Q8IWV2,P23470,Cntn4,Ptprg,mouseconsensus
Q8N2Q7,P58400,Nlgn1,Nrxn1,mouseconsensus
Q8N2Q7,Q9P2S2,Nlgn1,Nrxn2,mouseconsensus
Q8N6Q3,P16284,Cd177,Pecam1,mouseconsensus
Q8NFY4,COMPLEX:O43914_Q9NZC2_Q9UIW2,Sema6d,Plxna1_Trem2_Tyrobp,mouseconsensus
Q8NFY4,COMPLEX:P35968_Q9UIW2,Sema6d,Kdr_Plxna1,mouseconsensus
Q8NFZ4,P58400,Nlgn2,Nrxn1,mouseconsensus
Q8NFZ4,Q9P2S2,Nlgn2,Nrxn2,mouseconsensus
Q8TD46,P41217,Cd200r1,Cd200,mouseconsensus
Q8WVN6,P09564,Sectm1a,Cd7,mouseconsensus
Q8WWG1,COMPLEX:P04626_Q15303,Nrg4,Erbb2_Erbb4,mouseconsensus
Q8WWG1,P00533,Nrg4,Egfr,mouseconsensus
Q92854,O15031,Sema4d,Plxnb2,mouseconsensus
Q92854,O43157,Sema4d,Plxnb1,mouseconsensus
Q92854,P04626,Sema4d,Erbb2,mouseconsensus
Q92854,P08581,Sema4d,Met,mouseconsensus
Q92854,Q9ULL4,Sema4d,Plxnb3,mouseconsensus
Q96PX8,Q13332,Slitrk1,Ptprs,mouseconsensus
Q99965,P05556,Adam2,Itgb1,mouseconsensus
Q99965,P23229,Adam2,Itga6,mouseconsensus
Q99965,P26010,Adam2,Itgb7,mouseconsensus
Q99965,Q13797,Adam2,Itga9,mouseconsensus
Q9BQ51,Q15116,Pdcd1lg2,Pdcd1,mouseconsensus
Q9BX67,COMPLEX:P05107_P11215,Jam3,Itgam_Itgb2,mouseconsensus
Q9BX67,P05556,Jam3,Itgb1,mouseconsensus
Q9C0C4,O15031,Sema4c,Plxnb2,mouseconsensus
Q9H156,Q13332,Slitrk2,Ptprs,mouseconsensus
Q9H2E6,O75051,Sema6a,Plxna2,mouseconsensus
Q9H2E6,Q9HCM2,Sema6a,Plxna4,mouseconsensus
Q9H2U9,P13612,Adam7,Itga4,mouseconsensus
Q9H2U9,P26010,Adam7,Itgb7,mouseconsensus
Q9H3S1,COMPLEX:O14786_O75051,Sema4a,Nrp1_Plxna2,mouseconsensus
Q9H3S1,COMPLEX:O14786_P51805,Sema4a,Nrp1_Plxna3,mouseconsensus
Q9H3S1,COMPLEX:O14786_Q9HCM2,Sema4a,Nrp1_Plxna4,mouseconsensus
Q9H3S1,COMPLEX:O14786_Q9UIW2,Sema4a,Nrp1_Plxna1,mouseconsensus
Q9H3S1,O15031,Sema4a,Plxnb2,mouseconsensus
Q9H3S1,O43157,Sema4a,Plxnb1,mouseconsensus
Q9H3S1,Q9ULL4,Sema4a,Plxnb3,mouseconsensus
Q9H3S1,Q9Y4D7,Sema4a,Plxnd1,mouseconsensus
Q9H3T3,O75051,Sema6b,Plxna2,mouseconsensus
Q9H3T3,Q9HCM2,Sema6b,Plxna4,mouseconsensus
Q9H5Y7,Q13332,Slitrk6,Ptprs,mouseconsensus
Q9NPR2,Q96PD2,Sema4b,Dcbld2,mouseconsensus
Q9NR61,P46531,Dll4,Notch1,mouseconsensus
Q9NR61,Q04721,Dll4,Notch2,mouseconsensus
Q9NR61,Q99466,Dll4,Notch4,mouseconsensus
Q9NR61,Q9UM47,Dll4,Notch3,mouseconsensus
Q9NRA1,P09619,Pdgfc,Pdgfrb,mouseconsensus
