source,target,source_genesymbol,target_genesymbol,resource
Q9Y6F9,COMPLEX:O75581_Q14332,Wnt6,Fzd2_Lrp6,mouseconsensus
Q9Y6F9,COMPLEX:O75581_Q9H461,Wnt6,Fzd8_Lrp6,mouseconsensus
Q9Y6F9,COMPLEX:O75581_Q9NPG1,Wnt6,Fzd3_Lrp6,mouseconsensus
Q9Y6F9,COMPLEX:O75581_Q9ULV1,Wnt6,Fzd4_Lrp6,mouseconsensus
Q9Y6F9,COMPLEX:O75581_Q9ULW2,Wnt6,Fzd10_Lrp6,mouseconsensus
Q9Y6F9,COMPLEX:O75581_Q9UP38,Wnt6,Fzd1_Lrp6,mouseconsensus
P32970,P26842,Cd70,Cd27,mouseconsensus
O43921,P29317,Efna2,Epha2,mouseconsensus
P52797,P29320,Efna3,Epha3,mouseconsensus
O43921,Q15375,Efna2,Epha7,mouseconsensus
P52797,Q15375,Efna3,Epha7,mouseconsensus
O43921,P29322,Efna2,Epha8,mouseconsensus
P52797,P29322,Efna3,Epha8,mouseconsensus
O43921,P54756,Efna2,Epha5,mouseconsensus
P52797,P54756,Efna3,Epha5,mouseconsensus
P52797,P54764,Efna3,Epha4,mouseconsensus
O43921,P54764,Efna2,Epha4,mouseconsensus
P52797,P29317,Efna3,Epha2,mouseconsensus
P51671,O00590,Ccl11,Ackr2,mouseconsensus
Q99616,O00590,Ccl2,Ackr2,mouseconsensus
P13500,O00590,Ccl12,Ackr2,mouseconsensus
P13236,O00590,Ccl4,Ackr2,mouseconsensus
P13501,O00590,Ccl5,Ackr2,mouseconsensus
O43921,P29320,Efna2,Epha3,mouseconsensus
O43921,P21709,Efna2,Epha1,mouseconsensus
O00626,P27487,Ccl22,Dpp4,mouseconsensus
P41221,Q9UP38,Wnt5a,Fzd1,mouseconsensus
P51671,P27487,Ccl11,Dpp4,mouseconsensus
P02778,P27487,Cxcl10,Dpp4,mouseconsensus
P52797,P21709,Efna3,Epha1,mouseconsensus
P19875,P27487,Cxcl1,Dpp4,mouseconsensus
P48061,P27487,Cxcl12,Dpp4,mouseconsensus
Q9H2A7,O00574,Cxcl16,Cxcr6,mouseconsensus
P01024,Q16581,C3,C3ar1,mouseconsensus
P32971,P28908,Tnfsf8,Tnfrsf8,mouseconsensus
P23510,P43489,Tnfsf4,Tnfrsf4,mouseconsensus
P00749,Q03405,Plau,Plaur,mouseconsensus
P01024,P20023,C3,Cr2,mouseconsensus
Q92583,O00590,Ccl17,Ackr2,mouseconsensus
O00626,O00590,Ccl22,Ackr2,mouseconsensus
O00175,O00590,Ccl24,Ackr2,mouseconsensus
P21854,P06127,Cd72,Cd5,mouseconsensus
P26441,COMPLEX:P40189_P42702,Cntf,Il6st_Lifr,mouseconsensus
P26441,COMPLEX:P26992_P40189,Cntf,Cntfr_Il6st,mouseconsensus
Q14005,P21926,Il16,Cd9,mouseconsensus
P09382,Q07108,Lgals1,Cd69,mouseconsensus
Q92854,P21854,Sema4d,Cd72,mouseconsensus
P40222,Q13277,Txlna,Stx3,mouseconsensus
P40222,Q12846,Txlna,Stx4a,mouseconsensus
P40222,Q16623,Txlna,Stx1a,mouseconsensus
P27658,COMPLEX:P05556_P56199,Col8a1,Itga1_Itgb1,mouseconsensus
Q02388,COMPLEX:P05556_P56199,Col7a1,Itga1_Itgb1,mouseconsensus
P25940,COMPLEX:P05556_P56199,Col5a3,Itga1_Itgb1,mouseconsensus
P05997,COMPLEX:P05556_P56199,Col5a2,Itga1_Itgb1,mouseconsensus
P20908,COMPLEX:P05556_P56199,Col5a1,Itga1_Itgb1,mouseconsensus
P02461,COMPLEX:P05556_P56199,Col3a1,Itga1_Itgb1,mouseconsensus
P39060,COMPLEX:P05556_P56199,Col18a1,Itga1_Itgb1,mouseconsensus
Q05707,COMPLEX:P05556_P56199,Col14a1,Itga1_Itgb1,mouseconsensus
P12107,COMPLEX:P05556_P56199,Col11a1,Itga1_Itgb1,mouseconsensus
P12107,COMPLEX:P05556_P17301,Col11a1,Itga2_Itgb1,mouseconsensus
Q05707,COMPLEX:P05556_P17301,Col14a1,Itga2_Itgb1,mouseconsensus
P39060,COMPLEX:P05556_P17301,Col18a1,Itga2_Itgb1,mouseconsensus
P02461,COMPLEX:P05556_P17301,Col3a1,Itga2_Itgb1,mouseconsensus
P20908,COMPLEX:P05556_P17301,Col5a1,Itga2_Itgb1,mouseconsensus
P05997,COMPLEX:P05556_P17301,Col5a2,Itga2_Itgb1,mouseconsensus
P25940,COMPLEX:P05556_P17301,Col5a3,Itga2_Itgb1,mouseconsensus
Q02388,COMPLEX:P05556_P17301,Col7a1,Itga2_Itgb1,mouseconsensus
P27658,COMPLEX:P05556_P17301,Col8a1,Itga2_Itgb1,mouseconsensus
P12107,COMPLEX:O75578_P05556,Col11a1,Itga10_Itgb1,mouseconsensus
Q05707,COMPLEX:O75578_P05556,Col14a1,Itga10_Itgb1,mouseconsensus
P39060,COMPLEX:O75578_P05556,Col18a1,Itga10_Itgb1,mouseconsensus
P02461,COMPLEX:O75578_P05556,Col3a1,Itga10_Itgb1,mouseconsensus
P20908,COMPLEX:O75578_P05556,Col5a1,Itga10_Itgb1,mouseconsensus
P05997,COMPLEX:O75578_P05556,Col5a2,Itga10_Itgb1,mouseconsensus
P25940,COMPLEX:O75578_P05556,Col5a3,Itga10_Itgb1,mouseconsensus
Q02388,COMPLEX:O75578_P05556,Col7a1,Itga10_Itgb1,mouseconsensus
P27658,COMPLEX:O75578_P05556,Col8a1,Itga10_Itgb1,mouseconsensus
P12107,COMPLEX:P05556_Q9UKX5,Col11a1,Itga11_Itgb1,mouseconsensus
Q05707,COMPLEX:P05556_Q9UKX5,Col14a1,Itga11_Itgb1,mouseconsensus
P39060,COMPLEX:P05556_Q9UKX5,Col18a1,Itga11_Itgb1,mouseconsensus
P02461,COMPLEX:P05556_Q9UKX5,Col3a1,Itga11_Itgb1,mouseconsensus
P20908,COMPLEX:P05556_Q9UKX5,Col5a1,Itga11_Itgb1,mouseconsensus
P05997,COMPLEX:P05556_Q9UKX5,Col5a2,Itga11_Itgb1,mouseconsensus
P25940,COMPLEX:P05556_Q9UKX5,Col5a3,Itga11_Itgb1,mouseconsensus
Q02388,COMPLEX:P05556_Q9UKX5,Col7a1,Itga11_Itgb1,mouseconsensus
P27658,COMPLEX:P05556_Q9UKX5,Col8a1,Itga11_Itgb1,mouseconsensus
Q6UXB4,P18627,Clec4g,Lag3,mouseconsensus
P04899,P48039,Gnai2,Mtnr1a,mouseconsensus
P01148,P30968,Gnrh1,Gnrhr,mouseconsensus
Q15465,Q96QV1,Shh,Hhip,mouseconsensus
Q15465,P54826,Shh,Gas1,mouseconsensus
P49768,Q92542,Psen1,Ncstn,mouseconsensus
O43921,Q9UF33,Efna2,Epha6,mouseconsensus
P52797,Q9UF33,Efna3,Epha6,mouseconsensus
O43323,Q96QV1,Dhh,Hhip,mouseconsensus
Q14623,Q96QV1,Ihh,Hhip,mouseconsensus
P04899,P51681,Gnai2,Ccr5,mouseconsensus
P35318,P30988,Adm,Calcr,mouseconsensus
Q7Z4H4,P30988,Adm2,Calcr,mouseconsensus
P10997,P30988,Iapp,Calcr,mouseconsensus
P10092,P30988,Calca,Calcr,mouseconsensus
P07225,P30530,Pros1,Axl,mouseconsensus
P01031,P21730,Hc,C5ar1,mouseconsensus
P39019,P21730,Rps19,C5ar1,mouseconsensus
P01031,Q9P296,Hc,C5ar2,mouseconsensus
P01189,P41143,Pomc,Oprd1,mouseconsensus
P01213,P41143,Pdyn,Oprd1,mouseconsensus
P01210,P41143,Penk,Oprd1,mouseconsensus
P49913,P25090,Camp,Fpr2,mouseconsensus
P07602,O15354,Psap,Gpr37,mouseconsensus
P07602,O60883,Psap,Gpr37l1,mouseconsensus
P20366,P25103,Tac1,Tacr1,mouseconsensus
Q9UHF0,P25103,Tac2,Tacr1,mouseconsensus
P20366,P29371,Tac1,Tacr3,mouseconsensus
Q9UHF0,P29371,Tac2,Tacr3,mouseconsensus
P84077,O14939,Arf1,Pld2,mouseconsensus
P07225,Q06418,Pros1,Tyro3,mouseconsensus
P63092,P07550,Gnas,Adrb2,mouseconsensus
P02671,P05556,Fga,Itgb1,mouseconsensus
Q2MKA7,Q9ULT6,Rspo1,Znrf3,mouseconsensus
Q8WWY8,Q9HBW0,Liph,Lpar2,mouseconsensus
Q92913,Q14524,Fgf13,Scn5a,mouseconsensus
Q92913,Q9UQD0,Fgf13,Scn8a,mouseconsensus
Q96CW9,Q9HBW1,Ntng2,Lrrc4,mouseconsensus
Q9BXY4,P31431,Rspo3,Sdc4,mouseconsensus
Q9NQC3,Q96FE5,Rtn4,Lingo1,mouseconsensus
Q9UQ52,P46531,Cntn6,Notch1,mouseconsensus
Q9Y2I2,Q9HCJ2,Ntng1,Lrrc4c,mouseconsensus
P63092,P47871,Gnas,Gcgr,mouseconsensus
P04899,Q08828,Gnai2,Adcy1,mouseconsensus
P02671,P20702,Fga,Itgax,mouseconsensus
P06744,Q9UKV5,Gpi1,Amfr,mouseconsensus
P28907,P16284,Cd38,Pecam1,mouseconsensus
P01008,Q07954,Serpinc1,Lrp1,mouseconsensus
P63092,P16473,Gnas,Tshr,mouseconsensus
O00587,P46531,Mfng,Notch1,mouseconsensus
O00587,Q04721,Mfng,Notch2,mouseconsensus
O43184,P31431,Adam12,Sdc4,mouseconsensus
P00734,O00254,F2,F2rl2,mouseconsensus
P00734,P25116,F2,F2r,mouseconsensus
P00734,P55085,F2,F2rl1,mouseconsensus
P00734,Q96RI0,F2,F2rl3,mouseconsensus
P00797,O75787,Ren1,Atp6ap2,mouseconsensus
P02649,Q92673,Apoe,Sorl1,mouseconsensus
P10646,P98155,Tfpi,Vldlr,mouseconsensus
P14138,P23276,Edn3,Kel,mouseconsensus
P23515,Q96FE5,Omg,Lingo1,mouseconsensus
Q5JWF2,P30518,Gnas,Avpr2,mouseconsensus
P42127,O75882,a,Atrn,mouseconsensus
P42127,Q01726,a,Mc1r,mouseconsensus
P49768,P46531,Psen1,Notch1,mouseconsensus
Q12841,Q14689,Fstl1,Dip2a,mouseconsensus
Q5JWF2,Q13258,Gnas,Ptgdr,mouseconsensus
P01112,P06213,Hras,Insr,mouseconsensus
P01112,Q03135,Hras,Cav1,mouseconsensus
P84077,P06213,Arf1,Insr,mouseconsensus
P28799,Q99523,Grn,Sort1,mouseconsensus
P00740,Q07954,F9,Lrp1,mouseconsensus
P01033,P08962,Timp1,Cd63,mouseconsensus
Q8N474,Q14332,Sfrp1,Fzd2,mouseconsensus
Q8N474,O60353,Sfrp1,Fzd6,mouseconsensus
P00750,Q07954,Plat,Lrp1,mouseconsensus
P01137,P17813,Tgfb1,Eng,mouseconsensus
P14210,Q9Y5Y6,Hgf,St14,mouseconsensus
P05121,P98164,Serpine1,Lrp2,mouseconsensus
P05121,Q07954,Serpine1,Lrp1,mouseconsensus
Q15768,Q9NX52,Efnb3,Rhbdl2,mouseconsensus
Q99075,P21926,Hbegf,Cd9,mouseconsensus
P02788,Q07954,Ltf,Lrp1,mouseconsensus
P10646,Q07954,Tfpi,Lrp1,mouseconsensus
P04070,P07204,Proc,Thbd,mouseconsensus
P10600,P17813,Tgfb3,Eng,mouseconsensus
P08476,P17813,Inhba,Eng,mouseconsensus
P52799,Q9NX52,Efnb2,Rhbdl2,mouseconsensus
P01024,P11215,C3,Itgam,mouseconsensus
P01024,P15391,C3,Cd19,mouseconsensus
P01024,P15529,C3,Cd46,mouseconsensus
P01024,Q9P296,C3,C5ar2,mouseconsensus
P01024,P20702,C3,Itgax,mouseconsensus
P50552,P25025,Vasp,Cxcr2,mouseconsensus
P55000,P36544,Slurp1,Chrna7,mouseconsensus
P23515,Q86UN2,Omg,Rtn4rl1,mouseconsensus
Q16613,P49286,Aanat,Mtnr1b,mouseconsensus
Q16613,P48039,Aanat,Mtnr1a,mouseconsensus
P02741,P78380,Crp,Olr1,mouseconsensus
P30990,Q99523,Nts,Sort1,mouseconsensus
O00585,O00590,Ccl21b,Ackr2,mouseconsensus
P09237,P16070,Mmp7,Cd44,mouseconsensus
P09237,P48509,Mmp7,Cd151,mouseconsensus
P09237,Q15303,Mmp7,Erbb4,mouseconsensus
P07996,P31431,Thbs1,Sdc4,mouseconsensus
P16035,P05556,Timp2,Itgb1,mouseconsensus
P09038,P31431,Fgf2,Sdc4,mouseconsensus
P00488,P13612,F13a1,Itga4,mouseconsensus
P00488,P05556,F13a1,Itgb1,mouseconsensus
P35625,P50052,Timp3,Agtr2,mouseconsensus
P22692,Q9H461,Igfbp4,Fzd8,mouseconsensus
Q6UXX9,Q9ULT6,Rspo2,Znrf3,mouseconsensus
Q96QR1,Q9UEW3,Scgb3a1,Marco,mouseconsensus
Q9Y566,P30874,Shank1,Sstr2,mouseconsensus
O95393,P17813,Bmp10,Eng,mouseconsensus
Q8WWY8,Q92633,Liph,Lpar1,mouseconsensus
Q8WWY8,Q99677,Liph,Lpar4,mouseconsensus
Q96PL1,Q9UEW3,Scgb3a2,Marco,mouseconsensus
Q05707,P16070,Col14a1,Cd44,mouseconsensus
Q14005,Q99712,Il16,Kcnj15,mouseconsensus
Q14005,P78508,Il16,Kcnj10,mouseconsensus
P02461,Q16832,Col3a1,Ddr2,mouseconsensus
P02461,P20916,Col3a1,Mag,mouseconsensus
P02461,Q08345,Col3a1,Ddr1,mouseconsensus
P02778,P31431,Cxcl10,Sdc4,mouseconsensus
P02675,P11215,Fgb,Itgam,mouseconsensus
P02675,P05556,Fgb,Itgb1,mouseconsensus
P02675,O00206,Fgb,Tlr4,mouseconsensus
P02671,P11215,Fga,Itgam,mouseconsensus
P02671,P05106,Fga,Itgb3,mouseconsensus
P02671,O00206,Fga,Tlr4,mouseconsensus
Q92819,O75330,Has2,Hmmr,mouseconsensus
Q92819,P16070,Has2,Cd44,mouseconsensus
Q6NW40,Q92859,Rgmb,Neo1,mouseconsensus
P00734,P07204,F2,Thbd,mouseconsensus
Q99731,O00590,Gm2023,Ackr2,mouseconsensus
P06858,P18827,Lpl,Sdc1,mouseconsensus
P06858,P98155,Lpl,Vldlr,mouseconsensus
P04899,Q9UBY5,Gnai2,Lpar3,mouseconsensus
P04899,P25101,Gnai2,Ednra,mouseconsensus
P04899,P30542,Gnai2,Adora1,mouseconsensus
P04899,P21730,Gnai2,C5ar1,mouseconsensus
P04899,P18089,Gnai2,Adra2b,mouseconsensus
P04899,P25116,Gnai2,F2r,mouseconsensus
P04899,P21462,Gnai2,Fpr1,mouseconsensus
P04899,P35372,Gnai2,Oprm1,mouseconsensus
P04899,Q03135,Gnai2,Cav1,mouseconsensus
P04899,P21731,Gnai2,Tbxa2r,mouseconsensus
P04899,P25025,Gnai2,Cxcr2,mouseconsensus
P04899,P16473,Gnai2,Tshr,mouseconsensus
P04899,P50052,Gnai2,Agtr2,mouseconsensus
P04899,P21554,Gnai2,Cnr1,mouseconsensus
P35555,P05106,Fbn1,Itgb3,mouseconsensus
P35555,P05556,Fbn1,Itgb1,mouseconsensus
P49768,Q99466,Psen1,Notch4,mouseconsensus
P21810,O00206,Bgn,Tlr4,mouseconsensus
Q96CG8,Q13467,Cthrc1,Fzd5,mouseconsensus
Q96CG8,O60353,Cthrc1,Fzd6,mouseconsensus
Q96CG8,Q9NPG1,Cthrc1,Fzd3,mouseconsensus
P02679,P05556,Fgg,Itgb1,mouseconsensus
P02679,O00206,Fgg,Tlr4,mouseconsensus
Q9NQC3,Q9NS68,Rtn4,Tnfrsf19,mouseconsensus
Q14050,P20916,Col9a3,Mag,mouseconsensus
P03973,Q9NRQ2,Slpi,Plscr4,mouseconsensus
P02751,P20916,Fn1,Mag,mouseconsensus
P39060,O75487,Col18a1,Gpc4,mouseconsensus
P20849,P20916,Col9a1,Mag,mouseconsensus
P09681,P27487,Gip,Dpp4,mouseconsensus
P00451,P01130,F8,Ldlr,mouseconsensus
Q9NRJ3,O00590,Ccl28,Ackr2,mouseconsensus
P21980,P05556,Tgm2,Itgb1,mouseconsensus
P21980,P05106,Tgm2,Itgb3,mouseconsensus
P21980,P31431,Tgm2,Sdc4,mouseconsensus
P26441,P08887,Cntf,Il6ra,mouseconsensus
P61812,P17813,Tgfb2,Eng,mouseconsensus
P08603,P11215,Cfh,Itgam,mouseconsensus
P52797,P54762,Efna3,Ephb1,mouseconsensus
P01138,Q9UPU3,Ngf,Sorcs3,mouseconsensus
P12107,Q08345,Col11a1,Ddr1,mouseconsensus
P63092,P34998,Gnas,Crhr1,mouseconsensus
P02753,Q9BX79,Rbp4,Stra6,mouseconsensus
P19835,P61073,Cel,Cxcr4,mouseconsensus
P14780,P16070,Mmp9,Cd44,mouseconsensus
P14780,P29323,Mmp9,Ephb2,mouseconsensus
Q14055,P20916,Col9a2,Mag,mouseconsensus
P05997,Q08345,Col5a2,Ddr1,mouseconsensus
P04083,O75923,Anxa1,Dysf,mouseconsensus
O00468,P13637,Agrn,Atp1a3,mouseconsensus
P02458,P20916,Col2a1,Mag,mouseconsensus
O15444,O00590,Ccl25,Ackr2,mouseconsensus
Q2MV58,Q5HYA8,Tctn1,Tmem67,mouseconsensus
P01112,P30556,Hras,Agtr1a,mouseconsensus
P30533,P01130,Lrpap1,Ldlr,mouseconsensus
P07900,P13569,Hsp90aa1,Cftr,mouseconsensus
P16035,P26006,Timp2,Itga3,mouseconsensus
Q9NQC3,Q9BZR6,Rtn4,Rtn4r,mouseconsensus
P23515,Q9BZR6,Omg,Rtn4r,mouseconsensus
Q06643,P19438,Ltb,Tnfrsf1a,mouseconsensus
P10082,Q12884,Pyy,Fap,mouseconsensus
P01303,Q12884,Npy,Fap,mouseconsensus
P04070,Q9UNN8,Proc,Procr,mouseconsensus
P00747,Q9HBL7,Plg,Plgrkt,mouseconsensus
Q99075,P27701,Hbegf,Cd82,mouseconsensus
P04899,P41143,Gnai2,Oprd1,mouseconsensus
P01023,Q07954,A2m,Lrp1,mouseconsensus
P07093,Q07954,Serpine2,Lrp1,mouseconsensus
P45452,Q07954,Mmp13,Lrp1,mouseconsensus
P14780,Q07954,Mmp9,Lrp1,mouseconsensus
P00749,Q07954,Plau,Lrp1,mouseconsensus
P30533,Q07954,Lrpap1,Lrp1,mouseconsensus
P01024,Q07954,C3,Lrp1,mouseconsensus
P02746,Q07954,C1qb,Lrp1,mouseconsensus
P00451,Q07954,F8,Lrp1,mouseconsensus
P06858,Q07954,Lpl,Lrp1,mouseconsensus
P11150,Q07954,Lipc,Lrp1,mouseconsensus
P07602,Q07954,Psap,Lrp1,mouseconsensus
P42127,P41968,a,Mc3r,mouseconsensus
P11226,Q9NPY3,Mbl2,Cd93,mouseconsensus
P02745,Q9NPY3,C1qa,Cd93,mouseconsensus
Q15726,Q9Y5R2,Kiss1,Mmp24,mouseconsensus
P01127,P52961,Pdgfb,Art1,mouseconsensus
Q16661,Q02846,Guca2b,Gucy2e,mouseconsensus
P84077,P20309,Arf1,Chrm3,mouseconsensus
P01138,Q99523,Ngf,Sort1,mouseconsensus
P30533,Q99523,Lrpap1,Sort1,mouseconsensus
P23560,Q99523,Bdnf,Sort1,mouseconsensus
P49768,Q04721,Psen1,Notch2,mouseconsensus
P04899,P49286,Gnai2,Mtnr1b,mouseconsensus
P02751,P21589,Fn1,Nt5e,mouseconsensus
P21810,O60603,Bgn,Tlr2,mouseconsensus
P30533,Q92673,Lrpap1,Sorl1,mouseconsensus
P00450,Q9NP59,Cp,Slc40a1,mouseconsensus
P22692,O75581,Igfbp4,Lrp6,mouseconsensus
P00734,P08514,F2,Itga2b,mouseconsensus
P02679,P08514,Fgg,Itga2b,mouseconsensus
P02671,P08514,Fga,Itga2b,mouseconsensus
P02675,P08514,Fgb,Itga2b,mouseconsensus
Q14005,O15399,Il16,Grin2d,mouseconsensus
P49768,Q9UM47,Psen1,Notch3,mouseconsensus
P51654,P60033,Gpc3,Cd81,mouseconsensus
P05155,P16109,Serping1,Selp,mouseconsensus
P00749,P98164,Plau,Lrp2,mouseconsensus
P30533,P98164,Lrpap1,Lrp2,mouseconsensus
P02768,P98164,Alb,Lrp2,mouseconsensus
P06858,P98164,Lpl,Lrp2,mouseconsensus
P80188,P98164,Lcn2,Lrp2,mouseconsensus
P35625,P35968,Timp3,Kdr,mouseconsensus
P39060,P35968,Col18a1,Kdr,mouseconsensus
P39060,P35052,Col18a1,Gpc1,mouseconsensus
Q9NQC3,P78357,Rtn4,Cntnap1,mouseconsensus
P00488,Q13797,F13a1,Itga9,mouseconsensus
P51654,P08069,Gpc3,Igf1r,mouseconsensus
P04899,P08069,Gnai2,Igf1r,mouseconsensus
P04899,P00533,Gnai2,Egfr,mouseconsensus
P07900,P00533,Hsp90aa1,Egfr,mouseconsensus
P00995,P00533,Spink3,Egfr,mouseconsensus
Q9NUP9,P28335,Lin7c,Htr2c,mouseconsensus
P00749,Q9Y5Y6,Plau,St14,mouseconsensus
P04899,P08913,Gnai2,Adra2a,mouseconsensus
P21941,P56199,Matn1,Itga1,mouseconsensus
O15496,Q13018,Pla2g10,Pla2r1,mouseconsensus
P02679,P08648,Fgg,Itga5,mouseconsensus
P02671,P08648,Fga,Itga5,mouseconsensus
P02675,P08648,Fgb,Itga5,mouseconsensus
P35555,P08648,Fbn1,Itga5,mouseconsensus
P39060,P08648,Col18a1,Itga5,mouseconsensus
P04899,P22888,Gnai2,Lhcgr,mouseconsensus
P63092,P22888,Gnas,Lhcgr,mouseconsensus
P07225,Q12866,Pros1,Mertk,mouseconsensus
P04899,P25024,Gnai2,Cxcr1,mouseconsensus
Q14766,P18084,Ltbp1,Itgb5,mouseconsensus
P03956,P17301,Mmp1a,Itga2,mouseconsensus
Q6V0I7,Q96JQ0,Fat4,Dchs1,mouseconsensus
P42127,P32245,a,Mc4r,mouseconsensus
P30533,Q14114,Lrpap1,Lrp8,mouseconsensus
P02765,P06213,Ahsg,Insr,mouseconsensus
P00734,P14770,F2,Gp9,mouseconsensus
P04899,Q9H244,Gnai2,P2ry12,mouseconsensus
P42127,P33032,a,Mc5r,mouseconsensus
P63092,P32241,Gnas,Vipr1,mouseconsensus
Q9NQC3,Q86UN2,Rtn4,Rtn4rl1,mouseconsensus
P35354,Q9Y5Y4,Ptgs2,Gpr44,mouseconsensus
P42127,Q01718,a,Mc2r,mouseconsensus
P00742,P13726,F10,F3,mouseconsensus
P08709,P13726,F7,F3,mouseconsensus
P35354,Q03135,Ptgs2,Cav1,mouseconsensus
P39900,Q03405,Mmp12,Plaur,mouseconsensus
P20908,O75056,Col5a1,Sdc3,mouseconsensus
P00451,P07307,F8,Asgr2,mouseconsensus
P20800,P23276,Edn2,Kel,mouseconsensus
P05305,P23276,Edn1,Kel,mouseconsensus
P00749,P11717,Plau,Igf2r,mouseconsensus
Q06643,P25942,Ltb,Cd40,mouseconsensus
P21741,P31431,Mdk,Sdc4,mouseconsensus
P13501,P31431,Ccl5,Sdc4,mouseconsensus
P18075,P17813,Bmp7,Eng,mouseconsensus
Q9UK05,P17813,Gdf2,Eng,mouseconsensus
P12643,P17813,Bmp2,Eng,mouseconsensus
Q9Y215,O15146,Colq,Musk,mouseconsensus
P55058,O95477,Pltp,Abca1,mouseconsensus
Q9NQ76,P78562,Mepe,Phex,mouseconsensus
P30533,P98155,Lrpap1,Vldlr,mouseconsensus
P08670,P16070,Vim,Cd44,mouseconsensus
P43490,P06213,Nampt,Insr,mouseconsensus
P12643,Q6NW40,Bmp2,Rgmb,mouseconsensus
P12644,P0CG37,Bmp4,Cfc1,mouseconsensus
P12644,Q6NW40,Bmp4,Rgmb,mouseconsensus
P35613,P53985,Bsg,Slc16a1,mouseconsensus
P35613,O60669,Bsg,Slc16a7,mouseconsensus
P01024,O14786,C3,Nrp1,mouseconsensus
Q8N126,Q9BY67,Cadm3,Cadm1,mouseconsensus
O95727,Q9BY67,Crtam,Cadm1,mouseconsensus
Q9BY67,O95727,Cadm1,Crtam,mouseconsensus
P32004,P21926,L1cam,Cd9,mouseconsensus
Q14011,Q9NP99,Cirbp,Trem1,mouseconsensus
P39060,Q13332,Col18a1,Ptprs,mouseconsensus
P25940,O75056,Col5a3,Sdc3,mouseconsensus
Q96CG8,Q01974,Cthrc1,Ror2,mouseconsensus
Q9UBS4,Q2VWP7,Dnajb11,Prtg,mouseconsensus
P01588,Q8IUI8,Epo,Crlf3,mouseconsensus
P09529,P0CG37,Inhbb,Cfc1,mouseconsensus
O95970,Q9P0K1,Lgi1,Adam22,mouseconsensus
Q8N0V4,Q9P0K1,Lgi2,Adam22,mouseconsensus
Q8N145,Q9P0K1,Lgi3,Adam22,mouseconsensus
Q8N145,O75955,Lgi3,Flot1,mouseconsensus
Q8N145,Q16623,Lgi3,Stx1a,mouseconsensus
Q8N135,Q9P0K1,Lgi4,Adam22,mouseconsensus
P02788,Q86VZ4,Ltf,Lrp11,mouseconsensus
O95711,Q99467,Ly86,Cd180,mouseconsensus
P21941,P05556,Matn1,Itgb1,mouseconsensus
Q02817,O95994,Muc2,Agr2,mouseconsensus
P24844,Q07108,Myl9,Cd69,mouseconsensus
Q99972,Q9UP38,Myoc,Fzd1,mouseconsensus
P23515,P20333,Omg,Tnfrsf1b,mouseconsensus
Q9BQ51,Q6NW40,Pdcd1lg2,Rgmb,mouseconsensus
P04070,Q02763,Proc,Tek,mouseconsensus
P48651,Q6NYC1,Ptdss1,Jmjd6,mouseconsensus
P48651,Q8WTV0,Ptdss1,Scarb1,mouseconsensus
Q9NQC3,O95136,Rtn4,S1pr2,mouseconsensus
P36955,Q8IUK5,Serpinf1,Plxdc1,mouseconsensus
P05155,Q07954,Serping1,Lrp1,mouseconsensus
Q9UHV2,P10275,Sertad1,Ar,mouseconsensus
P03973,O15162,Slpi,Plscr1,mouseconsensus
P21754,P36544,Zp3,Chrna7,mouseconsensus
P60903,Q9H1D0,S100a10,Trpv6,mouseconsensus
Q13158,P25445,Fadd,Fas,mouseconsensus
Q13158,Q15628,Fadd,Tradd,mouseconsensus
Q13361,P46531,Mfap5,Notch1,mouseconsensus
Q9NYA4,P84022,Mtmr4,Smad3,mouseconsensus
P63092,Q08828,Gnas,Adcy1,mouseconsensus
Q9NWZ3,O00206,Irak4,Tlr4,mouseconsensus
Q96KG7,O95477,Megf10,Abca1,mouseconsensus
Q9Y490,P05106,Tln1,Itgb3,mouseconsensus
Q9Y490,P18084,Tln1,Itgb5,mouseconsensus
P02746,Q07021,C1qb,C1qbp,mouseconsensus
Q5JWF2,P13945,Gnas,Adrb3,mouseconsensus
P02647,O95477,Apoa1,Abca1,mouseconsensus
Q5JWF2,P50406,Gnas,Htr6,mouseconsensus
P04114,P55157,Apob,Mttp,mouseconsensus
Q9BX66,P06213,Sorbs1,Insr,mouseconsensus
Q13352,P18084,Itgb3bp,Itgb5,mouseconsensus
Q13352,P05106,Itgb3bp,Itgb3,mouseconsensus
Q9NRV9,P08913,Hebp1,Adra2a,mouseconsensus
Q9NRV9,P48039,Hebp1,Mtnr1a,mouseconsensus
Q9NRV9,Q14831,Hebp1,Grm7,mouseconsensus
P18206,P18084,Vcl,Itgb5,mouseconsensus
P18206,Q9UM73,Vcl,Alk,mouseconsensus
O43921,Q5JZY3,Efna2,Epha10,mouseconsensus
P20062,P98164,Tcn2,Lrp2,mouseconsensus
P20062,P21554,Tcn2,Cnr1,mouseconsensus
P01033,P21802,Timp1,Fgfr2,mouseconsensus
P08253,P16284,Mmp2,Pecam1,mouseconsensus
P08253,P41597,Mmp2,Ccr2,mouseconsensus
P08253,P11362,Mmp2,Fgfr1,mouseconsensus
P00750,P11215,Plat,Itgam,mouseconsensus
P01137,P84022,Tgfb1,Smad3,mouseconsensus
P01137,Q03135,Tgfb1,Cav1,mouseconsensus
P43490,P29274,Nampt,Adora2a,mouseconsensus
P05121,Q03405,Serpine1,Plaur,mouseconsensus
